TE_subfamily,names,scores,logfoldchanges,pvals,pvals_adj,bulk_TE,bulk_baseMean,bulk_log2FoldChange,bulk_pvalue,bulk_padj,is_TE,bulk_lfcSE,bulk_stat,bulk_TE_family,bulk_TE_class,bulk_significance
L1ME5,L1ME5:TE,8.6632805,0.22927481,4.5838063988195464e-18,9.333760251796848e-17,L1ME5:L1:LINE,1461.17138810638,0.0025165528025163,0.970716240840898,0.995278921297154,True,0.0685522552415962,0.0367099928900573,L1,LINE,Not Significant
L1M4c,L1M4c:TE,13.388585,0.22849824,7.051116922098821e-41,2.71346119198054e-39,L1M4c:L1:LINE,2845.35172835847,-0.0915651407119633,0.224201310606077,0.995278921297154,True,0.0753354602302935,-1.21543215415499,L1,LINE,Not Significant
L1M4a1,L1M4a1:TE,9.920493,0.22759244,3.390760833940495e-23,8.394507155196175e-22,L1M4a1:L1:LINE,1444.15401817276,-0.0689747712978874,0.392546513612179,0.995278921297154,True,0.0806714573191688,-0.855008370866482,L1,LINE,Not Significant
L1ME4c,L1ME4c:TE,11.215979,0.22752795,3.4039928591940147e-29,9.923084906214947e-28,L1ME4c:L1:LINE,7229.28819114153,-0.032950055730373,0.534441923143571,0.995278921297154,True,0.0530391985914098,-0.621239698288156,L1,LINE,Not Significant
Charlie7,Charlie7:TE,8.630232,0.22631788,6.122770327493786e-18,1.240862186060861e-16,Charlie7:hAT-Charlie:DNA,2858.1665061763,-0.0662643846190682,0.246096395674021,0.995278921297154,True,0.057130225801188,-1.1598831212337,hAT-Charlie,DNA,Not Significant
L1MC,L1MC:TE,11.30182,0.22459503,1.285272664296259e-29,3.7723505786546924e-28,L1MC:L1:LINE,4244.27844452382,-0.0212298323978047,0.700706943742219,0.995278921297154,True,0.0552333284971602,-0.384366341400125,L1,LINE,Not Significant
LTR49-int,LTR49-int:TE,5.890591,0.22428074,3.848161149399268e-09,4.953168451614347e-08,LTR49-int:ERV1:LTR,2626.88660492427,-0.0438494883467173,0.418419266715716,0.995278921297154,True,0.0541909205856367,-0.809166699381365,ERV1,LTR,Not Significant
L1MA10,L1MA10:TE,9.260556,0.22315831,2.033705137533817e-20,4.571653545892212e-19,L1MA10:L1:LINE,2658.94794454626,0.0074817819320062,0.924919662087372,0.995278921297154,True,0.079391946139956,0.0942385505806474,L1,LINE,Not Significant
MIR3936HG,MIR3936HG,3.7057993,0.22295529,0.0002107250791968,0.001661858371887,,,,,,True,,,,,
L1MD1,L1MD1:TE,19.085693,0.22293535,3.320453565154577e-81,2.507443012580925e-79,L1MD1:L1:LINE,6544.62802799041,-0.0518880056638101,0.39367891061965,0.995278921297154,True,0.060832539734517,-0.852964645077415,L1,LINE,Not Significant
L1MB3,L1MB3:TE,24.709068,0.22177282,8.544996198866284e-135,1.5378434775863843e-132,L1MB3:L1:LINE,12697.4232486178,-0.0470912775690651,0.383174785747688,0.995278921297154,True,0.0539999454146565,-0.872061577237887,L1,LINE,Not Significant
L1MDa,L1MDa:TE,21.065725,0.22037217,1.6409569653660652e-98,1.6064808336832934e-96,L1MDa:L1:LINE,4427.20536127276,-0.0631065792395978,0.290065896738886,0.995278921297154,True,0.0596483431188573,-1.05797706926829,L1,LINE,Not Significant
MLT1E3,MLT1E3:TE,4.40615,0.21979074,1.0522413031122676e-05,9.873591122397504e-05,MLT1E3:ERVL-MaLR:LTR,1015.39443332394,0.0487491960825608,0.402716189220971,0.995278921297154,True,0.0582580734212728,0.836780092778696,ERVL-MaLR,LTR,Not Significant
MER75,MER75:TE,2.8342297,0.21975449,0.0045936289017989,0.0286732121793495,MER75:PiggyBac:DNA,213.968206795085,0.0968553757822648,0.347741502751614,0.995278921297154,True,0.103149666859832,0.938979045990326,PiggyBac,DNA,Not Significant
HAL1,HAL1:TE,30.12728,0.219718,2.128959220161556e-199,9.273314400283417e-197,HAL1:L1:LINE,14824.0111914856,-0.0295473581597007,0.577649360801757,0.995278921297154,True,0.0530643225472736,-0.556821546781791,L1,LINE,Not Significant
L1PA15-16,L1PA15-16:TE,8.045169,0.21874239,8.612654298504208e-16,1.5978600305033574e-14,L1PA15-16:L1:LINE,746.993028465222,0.0565368138123115,0.435718040691763,0.995278921297154,True,0.0725347716425138,0.779444293158488,L1,LINE,Not Significant
THE1B-int,THE1B-int:TE,9.106529,0.21823592,8.505963433303846e-20,1.8578977542728708e-18,THE1B-int:ERVL-MaLR:LTR,5291.14874723135,-0.0011565862658096,0.990018953434878,0.998424504882168,True,0.0924550597051018,-0.0125097130378667,ERVL-MaLR,LTR,Not Significant
Charlie13a,Charlie13a:TE,3.0591426,0.21773128,0.0022197152008805,0.0147858023852981,Charlie13a:hAT-Charlie:DNA,575.661788878009,-0.0480387599234193,0.536995618190667,0.995278921297154,True,0.0778128831433806,-0.617362549526682,hAT-Charlie,DNA,Not Significant
L2HGDH,L2HGDH,3.2313669,0.21663795,0.0012319965240567,0.0085911033713518,,,,,,True,,,,,
L1ME2z,L1ME2z:TE,10.747869,0.21443269,6.064683845542422e-27,1.6585447950662189e-25,L1ME2z:L1:LINE,5934.36430280963,-0.0622681217998016,0.292361690648027,0.995278921297154,True,0.0591365550552433,-1.05295483887475,L1,LINE,Not Significant
MER113,MER113:TE,7.8168936,0.21205318,5.414293643698068e-15,9.680344762721325e-14,MER113:hAT-Charlie:DNA,3191.24029531593,-0.0118450980996857,0.759067416200796,0.995278921297154,True,0.0386204083872988,-0.306705666623174,hAT-Charlie,DNA,Not Significant
MER57A-int,MER57A-int:TE,5.5884366,0.21008503,2.2912299990133764e-08,2.76225100763526e-07,MER57A-int:ERV1:LTR,1408.19051480027,-0.0758566733012472,0.183769897616191,0.995278921297154,True,0.0570678454115849,-1.32923667880141,ERV1,LTR,Not Significant
MER4E1,MER4E1:TE,3.9758222,0.20975253,7.0136543977948e-05,0.0005923216068324,MER4E1:ERV1:LTR,1080.05169717006,-0.0955462547347703,0.258373170562218,0.995278921297154,True,0.0845359089318808,-1.130244601874,ERV1,LTR,Not Significant
L1PA15,L1PA15:TE,18.602102,0.20918198,3.0895047364051537e-77,2.2374714422326967e-75,L1PA15:L1:LINE,5620.09869582514,-0.0096398659260023,0.892236322106391,0.995278921297154,True,0.0711560457223876,-0.135475008878541,L1,LINE,Not Significant
L1MC5a,L1MC5a:TE,18.176003,0.20903532,7.995330066917788e-74,5.498847715359591e-72,L1MC5a:L1:LINE,16082.3120567773,-0.0623344598385366,0.27144955947508,0.995278921297154,True,0.0566815774950314,-1.09973050492465,L1,LINE,Not Significant
L1ME3B,L1ME3B:TE,14.999009,0.20861255,7.452319022790919e-51,3.4779417427015695e-49,L1ME3B:L1:LINE,6307.57903022162,-0.0494337656468724,0.321235113950516,0.995278921297154,True,0.0498362960154226,-0.991922947716146,L1,LINE,Not Significant
L1MEj,L1MEj:TE,8.643122,0.20857269,5.469772998234222e-18,1.1107704558238483e-16,L1MEj:L1:LINE,1007.38798859991,-0.0122475899127044,0.849420978316425,0.995278921297154,True,0.0645094603055896,-0.189857268293457,L1,LINE,Not Significant
Tigger15a,Tigger15a:TE,8.179853,0.2077353,2.8418889533670027e-16,5.361768518107048e-15,Tigger15a:TcMar-Tigger:DNA,3586.41300123446,-0.0178277516540081,0.717336571376056,0.995278921297154,True,0.0492451185439887,-0.362020687148581,TcMar-Tigger,DNA,Not Significant
MER4A,MER4A:TE,2.7529466,0.20667641,0.0059061528898671,0.0360864860957425,MER4A:ERV1:LTR,1116.78595710406,0.0169087943218586,0.809745756711456,0.995278921297154,True,0.0702326519076792,0.240754034805424,ERV1,LTR,Not Significant
MER33,MER33:TE,8.461149,0.20630331,2.647547166675563e-17,5.252279214154062e-16,MER33:hAT-Charlie:DNA,8791.87680111602,-0.0573540805795103,0.421362185784995,0.995278921297154,True,0.0713305766770935,-0.804060239680195,hAT-Charlie,DNA,Not Significant
L1MD,L1MD:TE,13.508119,0.2057796,1.4005584797353172e-41,5.495272207368793e-40,L1MD:L1:LINE,4707.49992284031,-0.0862588437754915,0.151532270908464,0.995278921297154,True,0.0601467321616265,-1.4341401548416,L1,LINE,Not Significant
MLT1J1,MLT1J1:TE,5.6064806,0.20545469,2.0648221561754446e-08,2.50033158355572e-07,MLT1J1:ERVL-MaLR:LTR,3965.54293075374,0.0459480594132071,0.244357026763154,0.995278921297154,True,0.0394686726502936,1.16416530701002,ERVL-MaLR,LTR,Not Significant
L1MB2,L1MB2:TE,14.886532,0.20541824,4.031486367675144e-50,1.841433476906937e-48,L1MB2:L1:LINE,8033.02020633335,-0.0621162314631993,0.325993596520026,0.995278921297154,True,0.0632409273404567,-0.982215695996951,L1,LINE,Not Significant
MLT1E1A,MLT1E1A:TE,6.1780286,0.20417413,6.490688595728364e-10,8.827042793874025e-09,MLT1E1A:ERVL-MaLR:LTR,2605.29954262855,-0.0416500763284508,0.659785744916489,0.995278921297154,True,0.0946143234744623,-0.440208995836584,ERVL-MaLR,LTR,Not Significant
L1P1,L1P1:TE,10.518179,0.20370758,7.123734699310297e-26,1.8947243043165573e-24,L1P1:L1:LINE,2503.17901247998,-0.0669568945309326,0.362450470413376,0.995278921297154,True,0.0735219906775174,-0.910705680217764,L1,LINE,Not Significant
L1MEc,L1MEc:TE,28.352425,0.2026927,7.813181890553867e-177,2.4981402310701754e-174,L1MEc:L1:LINE,11723.3527264204,-0.0674279000367323,0.37464454344229,0.995278921297154,True,0.0759488214359686,-0.887807062201483,L1,LINE,Not Significant
L1PA12,L1PA12:TE,9.232245,0.20243205,2.6501735661971726e-20,5.922004946621267e-19,L1PA12:L1:LINE,1101.7511636363,0.0634343434624886,0.347125015108035,0.995278921297154,True,0.0674703929364799,0.940180436213094,L1,LINE,Not Significant
L1MD3,L1MD3:TE,10.252768,0.20070867,1.150024779597803e-24,2.956714692113941e-23,L1MD3:L1:LINE,3549.87686582864,-0.106193929796136,0.0508401496369712,0.995278921297154,True,0.0543796011931738,-1.95282656485289,L1,LINE,Not Significant
Charlie19a,Charlie19a:TE,3.8841612,0.20046288,0.0001026837098914,0.0008466828260045,Charlie19a:hAT-Charlie:DNA,1935.06868552029,0.154080367524368,0.0724035777941223,0.995278921297154,True,0.0857635315461066,1.79657209476658,hAT-Charlie,DNA,Not Significant
L1MEb,L1MEb:TE,7.2731605,0.20003177,3.51172386877184e-13,5.795983573637433e-12,L1MEb:L1:LINE,947.363641223394,-0.0197353077728729,0.775876893652897,0.995278921297154,True,0.0693205845409279,-0.284696211140874,L1,LINE,Not Significant
L1M4,L1M4:TE,28.260883,0.1997155,1.0461457163562259e-175,3.275198906779831e-173,L1M4:L1:LINE,11859.7981748577,-0.0642698597407696,0.310189108595366,0.995278921297154,True,0.0633309589050812,-1.01482530585232,L1,LINE,Not Significant
L1MC4,L1MC4:TE,25.506254,0.198893,1.6802167802114408e-143,3.3442990284274736e-141,L1MC4:L1:LINE,25195.0676519122,-0.0709217038877098,0.163540574073075,0.995278921297154,True,0.0509033500925788,-1.39326201043199,L1,LINE,Not Significant
L1MA3,L1MA3:TE,24.480963,0.1987905,2.3563156732500702e-132,4.093587720204096e-130,L1MA3:L1:LINE,8985.25846273089,-0.0534324182933668,0.510369971771042,0.995278921297154,True,0.0811719970107917,-0.658261719078601,L1,LINE,Not Significant
L1ME3G,L1ME3G:TE,12.559539,0.19866355,3.523798979625904e-36,1.2187316263826992e-34,L1ME3G:L1:LINE,12950.8854715014,-0.0422839609983705,0.405867635013829,0.995278921297154,True,0.0508717392619513,-0.831187641936908,L1,LINE,Not Significant
MER63A,MER63A:TE,4.369377,0.19695118,1.2460146269924144e-05,0.0001160488677231,MER63A:hAT-Blackjack:DNA,2246.93913764116,-0.163972129994633,0.0521334827426782,0.995278921297154,True,0.0844333711875665,-1.94202988330732,hAT-Blackjack,DNA,Not Significant
L1PA14,L1PA14:TE,9.897964,0.19568905,4.248392829788855e-23,1.0474605947440857e-21,L1PA14:L1:LINE,2627.58758867549,-0.0624387988220225,0.341303030831416,0.995278921297154,True,0.0656149707000657,-0.951593792633668,L1,LINE,Not Significant
L1ME3A,L1ME3A:TE,15.420317,0.19561338,1.1951641250275031e-53,5.878994726301408e-52,L1ME3A:L1:LINE,14029.1825080505,-0.0284040072719546,0.570171870491212,0.995278921297154,True,0.0500248108730423,-0.567798393961767,L1,LINE,Not Significant
L1M1,L1M1:TE,20.355299,0.1929506,4.167035615322976e-92,3.716328053962375e-90,L1M1:L1:LINE,6747.66039092458,-0.0225213025477292,0.742536379201992,0.995278921297154,True,0.068558753652855,-0.328496382267464,L1,LINE,Not Significant
MLT1H1,MLT1H1:TE,4.395672,0.19277816,1.1043066878282767e-05,0.0001032989029028,MLT1H1:ERVL-MaLR:LTR,2176.04558244362,0.0170802378375755,0.717438269169462,0.995278921297154,True,0.0471980235641013,0.361884599137467,ERVL-MaLR,LTR,Not Significant
Charlie7a,Charlie7a:TE,3.0479512,0.19227219,0.0023040736966326,0.0152867406075703,Charlie7a:hAT-Charlie:DNA,1293.64147069553,0.0066823658205196,0.900465539273273,0.995278921297154,True,0.0534276065889405,0.125073276666353,hAT-Charlie,DNA,Not Significant
MLT1I,MLT1I:TE,7.289529,0.1912282,3.110411875961695e-13,5.142102801541736e-12,MLT1I:ERVL-MaLR:LTR,7249.0336900709,-0.0129459737933769,0.719796324586618,0.995278921297154,True,0.0360882479634713,-0.358731014220499,ERVL-MaLR,LTR,Not Significant
LTR78B,LTR78B:TE,5.441111,0.18986802,5.2949223166971616e-08,6.180151076828473e-07,LTR78B:ERV1:LTR,1076.21436979962,-0.0073673326389832,0.916135211046459,0.995278921297154,True,0.0699630353964288,-0.105303216151758,ERV1,LTR,Not Significant
Charlie15b,Charlie15b:TE,4.1639132,0.1895661,3.128390377486164e-05,0.0002762967170007,Charlie15b:hAT-Charlie:DNA,1829.76147330847,-0.0813628549204279,0.201794582900033,0.995278921297154,True,0.0637412438144847,-1.2764554007956,hAT-Charlie,DNA,Not Significant
L1MB8,L1MB8:TE,22.265099,0.18944652,8.054693213524404e-110,9.45639861454984e-108,L1MB8:L1:LINE,12605.989274921,-0.0345673735467968,0.547166083223318,0.995278921297154,True,0.057419732193826,-0.602012099779763,L1,LINE,Not Significant
Charlie16a,Charlie16a:TE,2.777426,0.18937087,0.0054791295404667,0.0336912256769689,Charlie16a:hAT-Charlie:DNA,1371.55674035576,-0.0658073659540879,0.472928715170831,0.995278921297154,True,0.0916892137900874,-0.717722000591551,hAT-Charlie,DNA,Not Significant
LTR78,LTR78:TE,6.2398148,0.18925789,4.3808934296498976e-10,6.037035856402002e-09,LTR78:ERV1:LTR,1978.86661799169,-0.0480579215457123,0.367357632758575,0.995278921297154,True,0.0533127480867397,-0.901433958488169,ERV1,LTR,Not Significant
THE1A-int,THE1A-int:TE,6.408599,0.18548852,1.4686280759048784e-10,2.093909716381457e-09,THE1A-int:ERVL-MaLR:LTR,1792.11178626207,0.0378881470978493,0.609812191059268,0.995278921297154,True,0.0742407635337556,0.510341560275339,ERVL-MaLR,LTR,Not Significant
MER115,MER115:TE,3.0366929,0.18355203,0.0023918911452075,0.0158379132780817,MER115:hAT-Tip100:DNA,1310.57730104885,-0.0208681439421422,0.633258414788155,0.995278921297154,True,0.0437353756575677,-0.477145643049514,hAT-Tip100,DNA,Not Significant
L1MEg,L1MEg:TE,22.215256,0.18304339,2.4458885238023296e-109,2.838269481964441e-107,L1MEg:L1:LINE,7637.68625672563,-0.0386563797276319,0.557366700508809,0.995278921297154,True,0.0658813754498013,-0.586757326538915,L1,LINE,Not Significant
MER104,MER104:TE,3.3813536,0.18078859,0.0007212968384335,0.0052541387491811,MER104:TcMar-Tc2:DNA,1978.09206772238,-0.0377357994707025,0.493325956055417,0.995278921297154,True,0.0550864688828945,-0.685028469530751,TcMar-Tc2,DNA,Not Significant
MER65-int,MER65-int:TE,3.0681813,0.17953826,0.0021536595693818,0.0143872501350905,MER65-int:ERV1:LTR,1466.65051794277,-0.0916213180492745,0.235409497965264,0.995278921297154,True,0.077217281371196,-1.18653902885853,ERV1,LTR,Not Significant
L1M5,L1M5:TE,32.664677,0.17870857,4.959370283813e-234,3.4663691599999916e-231,L1M5:L1:LINE,28487.7557964549,-0.062640863884037,0.271477362937394,0.995278921297154,True,0.0569634991411828,-1.09966671339454,L1,LINE,Not Significant
Tigger2a,Tigger2a:TE,5.842135,0.17853077,5.153599870169041e-09,6.568763532567027e-08,Tigger2a:TcMar-Tigger:DNA,6042.35747482544,-0.0261726427617726,0.643433295331317,0.995278921297154,True,0.0565401289258695,-0.462903839432129,TcMar-Tigger,DNA,Not Significant
L1MC4a,L1MC4a:TE,14.979381,0.17599778,1.0014625126639865e-50,4.659281086395683e-49,L1MC4a:L1:LINE,8689.80821329218,-0.0535413443020019,0.359646561917312,0.995278921297154,True,0.058448775535283,-0.916038767479079,L1,LINE,Not Significant
MER103C,MER103C:TE,6.545496,0.17588802,5.929829162942717e-11,8.659913289224653e-10,MER103C:hAT-Charlie:DNA,5723.94177280762,-0.0054418656796488,0.890059507326171,0.995278921297154,True,0.039368505976137,-0.138228910260079,hAT-Charlie,DNA,Not Significant
MLT1K,MLT1K:TE,6.94747,0.17519587,3.718946474244971e-12,5.797351466983019e-11,MLT1K:ERVL-MaLR:LTR,12506.2571223169,0.0415494145885228,0.23562821271651,0.995278921297154,True,0.0350336755118626,1.18598502673389,ERVL-MaLR,LTR,Not Significant
MER63C,MER63C:TE,4.0907345,0.17436884,4.300094873199842e-05,0.0003734162132736,MER63C:hAT-Blackjack:DNA,927.956665903331,-0.108959641823929,0.138865306995727,0.995278921297154,True,0.0736198996683184,-1.48002975166806,hAT-Blackjack,DNA,Not Significant
MER21B,MER21B:TE,6.20567,0.17397875,5.446435617204838e-10,7.44734406165111e-09,MER21B:ERVL:LTR,4480.09366150613,0.0039748873723172,0.92945616761938,0.995278921297154,True,0.0448992251185935,0.0885290862329646,ERVL,LTR,Not Significant
MER113A,MER113A:TE,4.200021,0.17288208,2.6689055583490194e-05,0.0002375302237375,MER113A:hAT-Charlie:DNA,666.094406136023,0.0419949074971184,0.499374994162287,0.995278921297154,True,0.0621710676555512,0.675473481166263,hAT-Charlie,DNA,Not Significant
MLT1E2,MLT1E2:TE,6.500748,0.17256851,7.992145217265426e-11,1.155938039003428e-09,MLT1E2:ERVL-MaLR:LTR,2448.65554872644,-0.0166228935559448,0.691287680812065,0.995278921297154,True,0.0418598608152685,-0.397108189855269,ERVL-MaLR,LTR,Not Significant
MLT1H2,MLT1H2:TE,3.9972627,0.17157601,6.40791517353113e-05,0.0005437320455688,MLT1H2:ERVL-MaLR:LTR,2849.44191747139,0.0645539956541547,0.146775949515831,0.995278921297154,True,0.0444888841066891,1.45101404430256,ERVL-MaLR,LTR,Not Significant
L1P4a,L1P4a:TE,6.68612,0.17148452,2.291649105054105e-11,3.4232362749702354e-10,L1P4a:L1:LINE,331.75157806649,0.0863714731487849,0.330442368649115,0.995278921297154,True,0.0887478541807549,0.973223228280765,L1,LINE,Not Significant
L1M3f,L1M3f:TE,6.411747,0.16979146,1.4386147597790343e-10,2.053065840700801e-09,L1M3f:L1:LINE,524.704742048976,-0.0240373762194351,0.784821609154848,0.995278921297154,True,0.0880357379262124,-0.273041117001623,L1,LINE,Not Significant
MLT1J,MLT1J:TE,6.9084196,0.16975997,4.900829488641125e-12,7.580773560530571e-11,MLT1J:ERVL-MaLR:LTR,16825.1590009983,-0.0158777189189325,0.724684166545939,0.995278921297154,True,0.045080839917709,-0.352205481262457,ERVL-MaLR,LTR,Not Significant
MLT1D-int,MLT1D-int:TE,4.639377,0.16876084,3.4946102134361424e-06,3.4470137828954135e-05,MLT1D-int:ERVL-MaLR:LTR,787.604851377243,-0.0542517250614951,0.492401474950403,0.995278921297154,True,0.0790272071450421,-0.686494272307062,ERVL-MaLR,LTR,Not Significant
L1PB3,L1PB3:TE,8.695125,0.16685073,3.464492303868917e-18,7.1026818685389e-17,L1PB3:L1:LINE,2692.80746665089,-0.0082780465620243,0.919381560847078,0.995278921297154,True,0.081788559603534,-0.101212768658011,L1,LINE,Not Significant
LTR79,LTR79:TE,3.325857,0.1658282,0.0008814714619798,0.0063107729370666,LTR79:ERVL:LTR,3443.71471177293,0.0123035178320617,0.804536276545843,0.995278921297154,True,0.0497150729979932,0.247480634948647,ERVL,LTR,Not Significant
THE1D-int,THE1D-int:TE,6.4066725,0.16462679,1.4872974631951747e-10,2.1195222975974862e-09,THE1D-int:ERVL-MaLR:LTR,1794.27811401188,0.0418871545871779,0.669730264196316,0.995278921297154,True,0.0982071837484411,0.426518234088378,ERVL-MaLR,LTR,Not Significant
HERVL-int,HERVL-int:TE,5.633379,0.16395597,1.7671249936525776e-08,2.1519830504144335e-07,HERVL-int:ERVL:LTR,3571.41899063668,0.0240565865554168,0.780791103482289,0.995278921297154,True,0.0864448552637664,0.278288239155629,ERVL,LTR,Not Significant
L1MA8,L1MA8:TE,14.466711,0.16369799,1.966527603988545e-47,8.615741565288009e-46,L1MA8:L1:LINE,6667.27034702796,-0.0297292868208973,0.673572718867056,0.995278921297154,True,0.0705740163990166,-0.421249750797966,L1,LINE,Not Significant
MLT1G1,MLT1G1:TE,4.7328115,0.1554074,2.2143114359789738e-06,2.2302657576524148e-05,MLT1G1:ERVL-MaLR:LTR,2296.33356217747,0.03964622680364,0.429420036557863,0.995278921297154,True,0.0501733805754723,0.790184483264047,ERVL-MaLR,LTR,Not Significant
MER4B-int,MER4B-int:TE,5.3850284,0.15473919,7.24331916331153e-08,8.346354169266093e-07,MER4B-int:ERV1:LTR,535.210779745641,-0.0745624935184043,0.286425584701298,0.995278921297154,True,0.069946335957955,-1.06599570223699,ERV1,LTR,Not Significant
LTR48B,LTR48B:TE,2.9700613,0.153443,0.0029774043789918,0.0193734333428447,LTR48B:ERV1:LTR,1173.86843016899,0.0534488788094025,0.518695694560593,0.995278921297154,True,0.0828206052885537,0.645357258899307,ERV1,LTR,Not Significant
Tigger2b_Pri,Tigger2b_Pri:TE,5.5026054,0.1520232,3.7421923412684895e-08,4.436749144647907e-07,Tigger2b_Pri:TcMar-Tigger:DNA,1682.77777371717,-0.149200825330256,0.0588982064495355,0.995278921297154,True,0.0789860162231563,-1.88895240530582,TcMar-Tigger,DNA,Not Significant
MER112,MER112:TE,5.003679,0.15093139,5.624643799623246e-07,5.990385166466218e-06,MER112:hAT-Charlie:DNA,3873.0040790144,-0.0709958600055166,0.108119090157755,0.995278921297154,True,0.0441872395822151,-1.60670502789434,hAT-Charlie,DNA,Not Significant
L1MDb,L1MDb:TE,4.791155,0.15055092,1.658242432856885e-06,1.685440524839827e-05,L1MDb:L1:LINE,439.092569473222,-0.023967487846459,0.727354519731342,0.995278921297154,True,0.0687443301363585,-0.348646758196902,L1,LINE,Not Significant
MER4-int,MER4-int:TE,5.551352,0.14917018,2.834682892394549e-08,3.390226594943023e-07,MER4-int:ERV1:LTR,2958.90351155671,-0.018237016533653,0.710118895675875,0.995278921297154,True,0.049064279006986,-0.371696413414254,ERV1,LTR,Not Significant
MER20B,MER20B:TE,5.1620655,0.1487535,2.4423984084270617e-07,2.6977686205540365e-06,MER20B:hAT-Charlie:DNA,3320.42235346147,-0.0132594666665922,0.720816025930895,0.995278921297154,True,0.0371030747560524,-0.357368405550519,hAT-Charlie,DNA,Not Significant
MER44A,MER44A:TE,4.97951,0.14620578,6.374549170094768e-07,6.760306115285754e-06,MER44A:TcMar-Tigger:DNA,2520.61195097558,-0.130749263212738,0.06278301815974,0.995278921297154,True,0.0702679125271281,-1.86072502384727,TcMar-Tigger,DNA,Not Significant
Tigger20a,Tigger20a:TE,3.83245,0.1441593,0.0001268734244168,0.0010350653558223,Tigger20a:TcMar-Tigger:DNA,933.540750739336,-0.0399323751828844,0.488083403857012,0.995278921297154,True,0.057592523146008,-0.693360405163153,TcMar-Tigger,DNA,Not Significant
L1M3de,L1M3de:TE,5.500166,0.1423088,3.7943404547810393e-08,4.4914888683908683e-07,L1M3de:L1:LINE,310.520333994213,0.0221136433889084,0.859527045731328,0.995278921297154,True,0.124952605386875,0.176976248878051,L1,LINE,Not Significant
MER20,MER20:TE,5.881581,0.14218828,4.063665479468337e-09,5.2283161808827434e-08,MER20:hAT-Charlie:DNA,9612.08118772278,0.0209222303581108,0.604777225735294,0.995278921297154,True,0.0404260789248212,0.517542905831136,hAT-Charlie,DNA,Not Significant
L1MA4A,L1MA4A:TE,11.631912,0.13834324,2.836698217266394e-31,8.75328181929584e-30,L1MA4A:L1:LINE,5544.25210250651,-0.0450174415023856,0.537788999017094,0.995278921297154,True,0.0730612984472858,-0.616159888464971,L1,LINE,Not Significant
L1ME4a,L1ME4a:TE,12.493517,0.13820583,8.099298798607024e-36,2.7819934330529604e-34,L1ME4a:L1:LINE,27980.06193939,-0.0460271957011437,0.359730630972143,0.995278921297154,True,0.0502546967877941,-0.915878487845594,L1,LINE,Not Significant
MER46C,MER46C:TE,4.642975,0.1377746,3.4342809405640128e-06,3.3897311549639214e-05,MER46C:TcMar-Tigger:DNA,2261.20507649615,-0.0489811180883889,0.280472390781575,0.995278921297154,True,0.0453840356122927,-1.07925876197581,TcMar-Tigger,DNA,Not Significant
MLT1F1,MLT1F1:TE,3.9749045,0.13735151,7.040746108096936e-05,0.000594409056963,MLT1F1:ERVL-MaLR:LTR,3296.80260463044,-0.01534137675491,0.720637985932407,0.995278921297154,True,0.0429001895948507,-0.35760626933806,ERVL-MaLR,LTR,Not Significant
MLT1B-int,MLT1B-int:TE,3.9626658,0.1366018,7.411750753411488e-05,0.0006241528968724,MLT1B-int:ERVL-MaLR:LTR,335.304022095013,-0.0849751288651463,0.396773600275074,0.995278921297154,True,0.100277767358475,-0.847397495013782,ERVL-MaLR,LTR,Not Significant
MLT1A,MLT1A:TE,5.6575193,0.13485616,1.535765110181822e-08,1.8793737942391968e-07,MLT1A:ERVL-MaLR:LTR,6212.18352480369,0.0108899088647158,0.716236278106339,0.995278921297154,True,0.0299590206858796,0.363493485948574,ERVL-MaLR,LTR,Not Significant
Tigger8,Tigger8:TE,3.7466576,0.13111085,0.0001792063749953,0.0014305571316027,Tigger8:TcMar-Tigger:DNA,1139.54748735041,-0.138206074044819,0.109763386847128,0.995278921297154,True,0.0864188971640168,-1.59925755338573,TcMar-Tigger,DNA,Not Significant
L1PA16,L1PA16:TE,17.463667,0.13095066,2.709549255904745e-68,1.7216808221187551e-66,L1PA16:L1:LINE,10624.1269891415,-0.0470745862305941,0.514159490229951,0.995278921297154,True,0.0721588179649751,-0.652374686257242,L1,LINE,Not Significant
L1MC5,L1MC5:TE,10.4209175,0.12955111,1.9902299446568823e-25,5.22413633071289e-24,L1MC5:L1:LINE,14727.2222428181,-0.0573325512279515,0.345050403752979,0.995278921297154,True,0.0607186239742244,-0.944233374792712,L1,LINE,Not Significant
Charlie18a,Charlie18a:TE,3.8973064,0.12596768,9.726849122332131e-05,0.0008042378277075,Charlie18a:hAT-Charlie:DNA,2066.27475467226,-0.0058718123885804,0.875289552390326,0.995278921297154,True,0.0374135961927708,-0.156943276939387,hAT-Charlie,DNA,Not Significant
L1PB4,L1PB4:TE,9.24183,0.12468203,2.4231667483277166e-20,5.4308931111849e-19,L1PB4:L1:LINE,4779.05059756216,-0.0162518946398615,0.830318370195373,0.995278921297154,True,0.075839502831331,-0.214293264501036,L1,LINE,Not Significant
MLT1A1,MLT1A1:TE,4.9351335,0.124196716,8.00960606581244e-07,8.422977967389533e-06,MLT1A1:ERVL-MaLR:LTR,5166.11973646781,0.0312891662657126,0.441280500584219,0.995278921297154,True,0.0406335556982356,0.770032691652217,ERVL-MaLR,LTR,Not Significant
