"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","TE","TE_family","TE_class","significance"
27980.06193939,-0.0460271957011437,0.0502546967877941,-0.915878487845594,0.359730630972143,0.995278921297154,"L1ME4a:L1:LINE","L1","LINE","Not Significant"
16140.0233039649,-0.0584506171421766,0.0486640917619818,-1.20110362745618,0.229711006102152,0.995278921297154,"L1ME4b:L1:LINE","L1","LINE","Not Significant"
7229.28819114153,-0.032950055730373,0.0530391985914098,-0.621239698288156,0.534441923143571,0.995278921297154,"L1ME4c:L1:LINE","L1","LINE","Not Significant"
1461.17138810638,0.00251655280251639,0.0685522552415962,0.0367099928900573,0.970716240840898,0.995278921297154,"L1ME5:L1:LINE","L1","LINE","Not Significant"
947.363641223394,-0.0197353077728729,0.0693205845409279,-0.284696211140874,0.775876893652897,0.995278921297154,"L1MEb:L1:LINE","L1","LINE","Not Significant"
11723.3527264204,-0.0674279000367323,0.0759488214359686,-0.887807062201483,0.37464454344229,0.995278921297154,"L1MEc:L1:LINE","L1","LINE","Not Significant"
11271.8286009307,-0.110988921154182,0.071755291123531,-1.54676985371167,0.121918751991054,0.995278921297154,"L1MEd:L1:LINE","L1","LINE","Not Significant"
8208.92459768814,-0.0584981388162085,0.0658294008367215,-0.888632405470362,0.374200669380819,0.995278921297154,"L1MEf:L1:LINE","L1","LINE","Not Significant"
483.846972932353,-0.087159531106969,0.0868488434385972,-1.00357733800556,0.315582382301579,0.995278921297154,"L1MEg1:L1:LINE","L1","LINE","Not Significant"
332.142243074904,-0.0978781459582184,0.0917498208104711,-1.06679386503007,0.286064929524936,0.995278921297154,"L1MEg2:L1:LINE","L1","LINE","Not Significant"
7637.68625672563,-0.0386563797276319,0.0658813754498013,-0.586757326538915,0.557366700508809,0.995278921297154,"L1MEg:L1:LINE","L1","LINE","Not Significant"
1010.99325467291,-0.0337889516100756,0.0681989693443125,-0.495446660483784,0.620284864722592,0.995278921297154,"L1MEh:L1:LINE","L1","LINE","Not Significant"
1926.5293421037,-0.0201417739898912,0.0780346047318379,-0.258113359567943,0.796319421397354,0.995278921297154,"L1MEi:L1:LINE","L1","LINE","Not Significant"
1007.38798859991,-0.0122475899127044,0.0645094603055896,-0.189857268293457,0.849420978316425,0.995278921297154,"L1MEj:L1:LINE","L1","LINE","Not Significant"
2503.17901247998,-0.0669568945309326,0.0735219906775174,-0.910705680217764,0.362450470413376,0.995278921297154,"L1P1:L1:LINE","L1","LINE","Not Significant"
1328.92986523131,0.00385176086237192,0.0709185858731776,0.054312431853336,0.95668624498704,0.995278921297154,"L1P2:L1:LINE","L1","LINE","Not Significant"
2026.85319759114,-0.0305585365157107,0.0644589026969999,-0.474077826911766,0.635444409641484,0.995278921297154,"L1P3:L1:LINE","L1","LINE","Not Significant"
45.3729950182526,-0.236386732256204,0.270642230022149,-0.873428851945457,0.382429370608452,0.995278921297154,"L1P3b:L1:LINE","L1","LINE","Not Significant"
1670.60639137532,-0.0185275520675549,0.063267837966452,-0.292843135834343,0.769642055206041,0.995278921297154,"L1P4:L1:LINE","L1","LINE","Not Significant"
331.75157806649,0.0863714731487849,0.0887478541807549,0.973223228280765,0.330442368649115,0.995278921297154,"L1P4a:L1:LINE","L1","LINE","Not Significant"
52.2196401577979,0.168547785437931,0.249255663133881,0.676204437318642,0.49891085568008,0.995278921297154,"L1P4b:L1:LINE","L1","LINE","Not Significant"
90.2555709352381,0.0680731980205887,0.172575554564595,0.394454464842,0.693245539341111,0.995278921297154,"L1P4d:L1:LINE","L1","LINE","Not Significant"
134.712042478959,0.213621497666237,0.149546995181914,1.42845730471803,0.153160275227673,0.995278921297154,"L1P4e:L1:LINE","L1","LINE","Not Significant"
208.155689411977,0.180606800987853,0.0935622912284774,1.93033751756693,0.0535650313096758,0.995278921297154,"L1P5:L1:LINE","L1","LINE","Not Significant"
25.1148770352065,-0.165308972736894,0.25007864255378,-0.661027951242753,0.508594388490546,0.995278921297154,"L1P:L1:LINE","L1","LINE","Not Significant"
5293.22736691228,0.014841762152393,0.0682418254950483,0.217487765673413,0.827828240407459,0.995278921297154,"L1PA10:L1:LINE","L1","LINE","Not Significant"
4418.11630061238,-0.00285798131997354,0.0699981626686862,-0.0408293762437862,0.967431920023463,0.995278921297154,"L1PA11:L1:LINE","L1","LINE","Not Significant"
1101.7511636363,0.0634343434624886,0.0674703929364799,0.940180436213094,0.347125015108035,0.995278921297154,"L1PA12:L1:LINE","L1","LINE","Not Significant"
5976.09071521107,-0.0343705537446189,0.06548415334339,-0.524868261858474,0.599674774050677,0.995278921297154,"L1PA13:L1:LINE","L1","LINE","Not Significant"
2627.58758867549,-0.0624387988220225,0.0656149707000657,-0.951593792633668,0.341303030831416,0.995278921297154,"L1PA14:L1:LINE","L1","LINE","Not Significant"
746.993028465222,0.0565368138123115,0.0725347716425138,0.779444293158488,0.435718040691763,0.995278921297154,"L1PA15-16:L1:LINE","L1","LINE","Not Significant"
5620.09869582514,-0.00963986592600232,0.0711560457223876,-0.135475008878541,0.892236322106391,0.995278921297154,"L1PA15:L1:LINE","L1","LINE","Not Significant"
10624.1269891415,-0.0470745862305941,0.0721588179649751,-0.652374686257242,0.514159490229951,0.995278921297154,"L1PA16:L1:LINE","L1","LINE","Not Significant"
4099.1671659325,0.00819882112275387,0.0628736013025334,0.13040164636511,0.896248664102586,0.995278921297154,"L1PA17:L1:LINE","L1","LINE","Not Significant"
7135.36076989575,0.0225692100024476,0.0752161763096279,0.300057927825809,0.764132970072177,0.995278921297154,"L1PA2:L1:LINE","L1","LINE","Not Significant"
14792.1353402931,0.00464736519919655,0.0729643462761014,0.0636936454088227,0.949214164703569,0.995278921297154,"L1PA3:L1:LINE","L1","LINE","Not Significant"
14277.5717765911,-0.00724322177083136,0.0670740213709431,-0.10798848231827,0.914004828557857,0.995278921297154,"L1PA4:L1:LINE","L1","LINE","Not Significant"
13520.1800542767,-0.00742449214369356,0.0600796937976356,-0.123577396527706,0.901649890238674,0.995278921297154,"L1PA5:L1:LINE","L1","LINE","Not Significant"
8159.90334955422,-0.0120137624846932,0.0672580355866552,-0.178621965091661,0.858234546213266,0.995278921297154,"L1PA6:L1:LINE","L1","LINE","Not Significant"
15243.9200353956,-0.004987071176341,0.0672671718783126,-0.0741382614592849,0.940900370775581,0.995278921297154,"L1PA7:L1:LINE","L1","LINE","Not Significant"
5798.51819101174,0.00283311597347741,0.0690141422049934,0.0410512379486247,0.967255048285164,0.995278921297154,"L1PA8:L1:LINE","L1","LINE","Not Significant"
2385.15858629938,0.0406765242412434,0.0989688046231198,0.411003491414719,0.681069974581118,0.995278921297154,"L1PA8A:L1:LINE","L1","LINE","Not Significant"
11687.1506518953,-0.0403469963730372,0.0680700380238445,-0.592727689661403,0.553363407334998,0.995278921297154,"L1PB1:L1:LINE","L1","LINE","Not Significant"
1912.43235616878,-0.0140263006455832,0.0671859522539737,-0.208768353726111,0.834629077027066,0.995278921297154,"L1PB2:L1:LINE","L1","LINE","Not Significant"
2692.80746665089,-0.00827804656202439,0.081788559603534,-0.101212768658011,0.919381560847078,0.995278921297154,"L1PB3:L1:LINE","L1","LINE","Not Significant"
4779.05059756216,-0.0162518946398615,0.075839502831331,-0.214293264501036,0.830318370195373,0.995278921297154,"L1PB4:L1:LINE","L1","LINE","Not Significant"
1026.96242695485,-0.115502745240497,0.0782027449636963,-1.47696535836583,0.139684923445176,0.995278921297154,"L1PB:L1:LINE","L1","LINE","Not Significant"
406.026708877299,-0.011947097586531,0.0881675030847201,-0.135504547237218,0.892212969242664,0.995278921297154,"L1PBa1:L1:LINE","L1","LINE","Not Significant"
1523.25520491277,0.0147674936073881,0.0587554137294091,0.25133843283613,0.801552463484923,0.995278921297154,"L1PBa:L1:LINE","L1","LINE","Not Significant"
292.714997662305,-0.129632503153336,0.161468252529727,-0.802835858581364,0.422069613186299,0.995278921297154,"L1PBb:L1:LINE","L1","LINE","Not Significant"
1183.42528163193,0.0752159502926065,0.1337382047479,0.562411843604378,0.573835451544629,0.995278921297154,"L2-1_AMi:L2:LINE","L2","LINE","Not Significant"
16.6177038254277,0.403090492426106,0.33836740825421,1.19128049153975,0.233543489766108,0.995278921297154,"L2-1_Crp:L2:LINE","L2","LINE","Not Significant"
14.8828286542908,0.11789460917524,0.319438765034551,0.36906794691148,0.712077079682712,0.995278921297154,"L2-3_AMi:L2:LINE","L2","LINE","Not Significant"
3267.53166105343,0.0540966968401418,0.172614529273087,0.313395964221283,0.753979849991789,0.995278921297154,"L2-3_Crp:L2:LINE","L2","LINE","Not Significant"
110144.282460146,0.0150390167798123,0.11200679645564,0.134268787749576,0.893190033488489,0.995278921297154,"L2:L2:LINE","L2","LINE","Not Significant"
272046.12139003,0.0263672191270301,0.096948210767686,0.271972209886503,0.785643387479147,0.995278921297154,"L2a:L2:LINE","L2","LINE","Not Significant"
123106.641443427,0.0377288325060379,0.0927521540417652,0.406770418388871,0.684176615237438,0.995278921297154,"L2b:L2:LINE","L2","LINE","Not Significant"
218262.610655511,0.0194973643528951,0.0871144285713826,0.223813261162801,0.822902610794661,0.995278921297154,"L2c:L2:LINE","L2","LINE","Not Significant"
29339.5728156546,-0.0285354716924987,0.0368306012548531,-0.774776156789964,0.438471940624226,0.995278921297154,"L3:CR1:LINE","CR1","LINE","Not Significant"
6385.47154116698,-0.0393034077680616,0.060368969627786,-0.651053148834455,0.51501217859634,0.995278921297154,"L3b:CR1:LINE","CR1","LINE","Not Significant"
8437.08537720103,-0.0523791166597527,0.038422046850558,-1.36325680054164,0.172801591599033,0.995278921297154,"L4_A_Mam:RTE-X:LINE","RTE-X","LINE","Not Significant"
3594.43368090327,-0.0150679861840493,0.0395213090269477,-0.381262325440058,0.703008606136271,0.995278921297154,"L4_B_Mam:RTE-X:LINE","RTE-X","LINE","Not Significant"
5882.51211470625,-0.0574513442765076,0.0480532864275221,-1.19557575657516,0.231862156833187,0.995278921297154,"L4_C_Mam:RTE-X:LINE","RTE-X","LINE","Not Significant"
701.973670796347,-0.127827686400322,0.0658126350658088,-1.94229704178387,0.0521011509439909,0.995278921297154,"L5:RTE-X:LINE","RTE-X","LINE","Not Significant"
1300.8987773802,-0.0919536379446258,0.0996123164726002,-0.923115144801587,0.355947203014013,0.995278921297154,"LOR1-int:ERV1:LTR","ERV1","LTR","Not Significant"
793.406161229743,0.0636872305833474,0.0963730574820207,0.660840615077806,0.508714533119661,0.995278921297154,"LOR1a:ERV1:LTR","ERV1","LTR","Not Significant"
721.834776542888,0.0380507574121645,0.0724413068998461,0.525263265401487,0.599400190291205,0.995278921297154,"LOR1b:ERV1:LTR","ERV1","LTR","Not Significant"
26.459123421227,0.248636577391857,0.362364895630054,0.686149735778201,0.492618690421964,0.995278921297154,"LSAU:Satellite:Satellite","Satellite","Satellite","Not Significant"
56.02126391463,-0.0468260421321389,0.197088529129881,-0.237588876120135,0.812199979070704,0.995278921297154,"LTR06:ERV1:LTR","ERV1","LTR","Not Significant"
739.768882664185,0.0198767665385719,0.0859275342881014,0.231320108312758,0.817066126096823,0.995278921297154,"LTR101_Mam:ERVL:LTR","ERVL","LTR","Not Significant"
541.127517573051,0.0329635680918755,0.0768765638400175,0.428785659053046,0.668079216276208,0.995278921297154,"LTR102_Mam:ERVL:LTR","ERVL","LTR","Not Significant"
344.741889969565,0.0153606561368721,0.0934553336455525,0.164363611338977,0.869444907893692,0.995278921297154,"LTR103_Mam:ERV1:LTR","ERV1","LTR","Not Significant"
284.324904565407,0.0300020611483161,0.102347523081064,0.293139103371882,0.769415828748122,0.995278921297154,"LTR103b_Mam:ERV1:LTR","ERV1","LTR","Not Significant"
830.866938203438,0.0879911458177796,0.0636381843736894,1.38267844508397,0.166763483994488,0.995278921297154,"LTR104_Mam:Gypsy:LTR","Gypsy","LTR","Not Significant"
346.947302314859,0.0975178094228489,0.0905840938581197,1.07654451537142,0.281683803418054,0.995278921297154,"LTR105_Mam:ERVL:LTR","ERVL","LTR","Not Significant"
156.596585107508,-0.0605006511780463,0.0879971452267978,-0.687529703629772,0.491748989237014,0.995278921297154,"LTR106_Mam:LTR:LTR","LTR","LTR","Not Significant"
100.994454990056,-0.0716380966109597,0.127022085240036,-0.563981424770218,0.572766773766138,0.995278921297154,"LTR108a_Mam:ERVL:LTR","ERVL","LTR","Not Significant"
57.302132012854,-0.0580302688295036,0.196862781934069,-0.294775214793716,0.768165601314219,0.995278921297154,"LTR108b_Mam:ERVL:LTR","ERVL","LTR","Not Significant"
13.7925377867853,0.127256682567067,0.294666354138357,0.431867027843006,0.665838060163082,0.995278921297154,"LTR108c_Mam:ERVL:LTR","ERVL","LTR","Not Significant"
33.9671584949754,0.13264782972058,0.310530932041471,0.427164626881245,0.669259423794369,0.995278921297154,"LTR108d_Mam:ERVL:LTR","ERVL","LTR","Not Significant"
122.71848512244,-0.0623045055505002,0.144691282259908,-0.430603036875318,0.666757032660679,0.995278921297154,"LTR108e_Mam:ERVL:LTR","ERVL","LTR","Not Significant"
12.6088148545433,0.255126886766006,0.416108608183507,0.61312571225033,0.539793220067787,0.995278921297154,"LTR109A2:ERV1:LTR","ERV1","LTR","Not Significant"
553.018991494892,0.0870556227017677,0.151870099912562,0.573224240662839,0.566492873348254,0.995278921297154,"LTR10A:ERV1:LTR","ERV1","LTR","Not Significant"
365.748166832384,0.0276916662690134,0.109758713434456,0.252295835132488,0.800812407119645,0.995278921297154,"LTR10B1:ERV1:LTR","ERV1","LTR","Not Significant"
114.577998352092,0.201763799887914,0.129829019494082,1.55407320084637,0.120166956834708,0.995278921297154,"LTR10B2:ERV1:LTR","ERV1","LTR","Not Significant"
46.5878541351004,0.0455910075053439,0.190146236302923,0.239768130002388,0.810510014931666,0.995278921297154,"LTR10B:ERV1:LTR","ERV1","LTR","Not Significant"
1496.44962427411,-0.0341218854772479,0.0622914389299943,-0.547778090591156,0.583844284247604,0.995278921297154,"LTR10C:ERV1:LTR","ERV1","LTR","Not Significant"
203.969319625801,0.0325153217465457,0.127828539025977,0.254366685204297,0.799212286038438,0.995278921297154,"LTR10D:ERV1:LTR","ERV1","LTR","Not Significant"
571.980562934367,0.09739233835029,0.0707347610038885,1.37686671967317,0.168553458235222,0.995278921297154,"LTR10E:ERV1:LTR","ERV1","LTR","Not Significant"
686.655409167708,0.018241378598197,0.131347186640498,0.138879096421945,0.889545689515377,0.995278921297154,"LTR10F:ERV1:LTR","ERV1","LTR","Not Significant"
236.437060103492,0.135314094910684,0.154170287830699,0.877692432275139,0.380110652457486,0.995278921297154,"LTR10G:ERV1:LTR","ERV1","LTR","Not Significant"
560.727653401645,0.0927283748103811,0.0827141816325581,1.12106984534175,0.262258133132029,0.995278921297154,"LTR12:ERV1:LTR","ERV1","LTR","Not Significant"
176.46114621351,0.0704298506364072,0.120375746422863,0.585083397024157,0.558491642083625,0.995278921297154,"LTR12B:ERV1:LTR","ERV1","LTR","Not Significant"
3055.29514883045,0.0226997221279799,0.0622555417943786,0.364621710352371,0.715393806478275,0.995278921297154,"LTR12C:ERV1:LTR","ERV1","LTR","Not Significant"
228.73682343294,0.111949442572656,0.0907060618108727,1.23420023246161,0.217128300841793,0.995278921297154,"LTR12D:ERV1:LTR","ERV1","LTR","Not Significant"
68.9823750469445,0.0797866938294603,0.213326042555584,0.374012909411522,0.708394711747521,0.995278921297154,"LTR12E:ERV1:LTR","ERV1","LTR","Not Significant"
381.441243498358,0.0988367261239469,0.0735925570183679,1.34302611742759,0.179263517057858,0.995278921297154,"LTR12F:ERV1:LTR","ERV1","LTR","Not Significant"
262.016329722769,0.0404455607051882,0.114708014678587,0.35259576951547,0.724391509591884,0.995278921297154,"LTR12_:ERV1:LTR","ERV1","LTR","Not Significant"
2567.79470004693,-0.063893813721303,0.126925876610386,-0.503394701124913,0.614686796367899,0.995278921297154,"LTR13:ERVK:LTR","ERVK","LTR","Not Significant"
434.044353550838,0.0772883788683177,0.128543183750665,0.601263922466971,0.547664214915067,0.995278921297154,"LTR13A:ERVK:LTR","ERVK","LTR","Not Significant"
56.8768770544712,0.0884219942510959,0.225173294130252,0.392684197265187,0.694552743774106,0.995278921297154,"LTR13_:ERVK:LTR","ERVK","LTR","Not Significant"
146.764507480801,0.0602441439731885,0.142091232883888,0.423982132820382,0.671578843752145,0.995278921297154,"LTR14:ERVK:LTR","ERVK","LTR","Not Significant"
124.508249697694,-0.0287188772154526,0.168254974579282,-0.170686645594067,0.864470164000606,0.995278921297154,"LTR14A:ERVK:LTR","ERVK","LTR","Not Significant"
88.8912329142858,-0.0847868555762402,0.145772641844151,-0.58163764135446,0.560810782962645,0.995278921297154,"LTR14C:ERVK:LTR","ERVK","LTR","Not Significant"
220.691355227744,-0.0678767598031801,0.115963715913255,-0.585327567926114,0.558327481631635,0.995278921297154,"LTR15:ERV1:LTR","ERV1","LTR","Not Significant"
1732.58582930322,0.0976229108024731,0.0688526378920174,1.4178528781363,0.156233722312501,0.995278921297154,"LTR16:ERVL:LTR","ERVL","LTR","Not Significant"
1728.87861457688,0.0384616152495922,0.0619363761714357,0.620985883047678,0.534608911602026,0.995278921297154,"LTR16A1:ERVL:LTR","ERVL","LTR","Not Significant"
1172.58103926129,0.140142571130966,0.0820700286666559,1.70759744340024,0.0877110630994479,0.995278921297154,"LTR16A2:ERVL:LTR","ERVL","LTR","Not Significant"
2661.67214816538,0.0125028173682186,0.0513565110147917,0.243451455738835,0.807655686626304,0.995278921297154,"LTR16A:ERVL:LTR","ERVL","LTR","Not Significant"
1674.45335980305,-0.0332522923815649,0.0742762744233247,-0.447683902292262,0.654381341016727,0.995278921297154,"LTR16B1:ERVL:LTR","ERVL","LTR","Not Significant"
1039.91876702627,0.0378736319991249,0.0698862867594433,0.541932241005882,0.587865185248734,0.995278921297154,"LTR16B2:ERVL:LTR","ERVL","LTR","Not Significant"
701.495172785255,0.158241733008146,0.0994368175716424,1.59137970092552,0.111524149811877,0.995278921297154,"LTR16B:ERVL:LTR","ERVL","LTR","Not Significant"
5039.34832349234,0.0381387410717667,0.0847471578187208,0.450029736139915,0.652688999358901,0.995278921297154,"LTR16C:ERVL:LTR","ERVL","LTR","Not Significant"
96.2633972236915,-0.223397612684009,0.162682377080508,-1.37321335410199,0.169686029392278,0.995278921297154,"LTR16D1:ERVL:LTR","ERVL","LTR","Not Significant"
357.737219028985,-0.0789869973340069,0.0934642092009544,-0.845104216996899,0.398052654057326,0.995278921297154,"LTR16D2:ERVL:LTR","ERVL","LTR","Not Significant"
741.428599444203,0.115774389751318,0.0817748610514346,1.41576993543894,0.15684287471053,0.995278921297154,"LTR16D:ERVL:LTR","ERVL","LTR","Not Significant"
1306.63456857163,0.0262812303445415,0.0754688384044345,0.348239497257152,0.727660327422544,0.995278921297154,"LTR16E1:ERVL:LTR","ERVL","LTR","Not Significant"
1505.64814507979,0.0075944301655353,0.0690878371208263,0.109924271507495,0.912469433307321,0.995278921297154,"LTR16E2:ERVL:LTR","ERVL","LTR","Not Significant"
378.433589650336,0.0187207659981387,0.113840013171195,0.164448030851735,0.869378455049996,0.995278921297154,"LTR17:ERV1:LTR","ERV1","LTR","Not Significant"
73.7483389303873,-0.167390662464813,0.135540954492089,-1.23498217267301,0.216837139013493,0.995278921297154,"LTR18A:ERVL:LTR","ERVL","LTR","Not Significant"
152.001052055922,0.139033491678291,0.115965304737626,1.1989231778665,0.230557818364159,0.995278921297154,"LTR18B:ERVL:LTR","ERVL","LTR","Not Significant"
32.5857297536352,0.195980995829563,0.227169371190388,0.862708712898245,0.388297640705856,0.995278921297154,"LTR18C:ERVL:LTR","ERVL","LTR","Not Significant"
561.845007916531,-0.0675794070911838,0.123408560849549,-0.547607124059828,0.583961696687635,0.995278921297154,"LTR19-int:ERV1:LTR","ERV1","LTR","Not Significant"
400.308878199425,-0.078529164188182,0.114368349976552,-0.686633707702192,0.492313581528357,0.995278921297154,"LTR19A:ERV1:LTR","ERV1","LTR","Not Significant"
183.631774447813,0.171889698192527,0.113436329668037,1.51529671927458,0.129697278780409,0.995278921297154,"LTR19B:ERV1:LTR","ERV1","LTR","Not Significant"
70.8593399713614,0.0374266850046627,0.140517373247803,0.266349164801569,0.789970312075502,0.995278921297154,"LTR19C:ERV1:LTR","ERV1","LTR","Not Significant"
122.359718597632,0.0993256131678505,0.109088246857998,0.910507007204398,0.362555187993663,0.995278921297154,"LTR1:ERV1:LTR","ERV1","LTR","Not Significant"
245.776180706235,0.024681063807251,0.0827997224642714,0.298081479897484,0.765640976320876,0.995278921297154,"LTR1A1:ERV1:LTR","ERV1","LTR","Not Significant"
558.096899909053,0.0166067283730202,0.0797916142562777,0.208126236419809,0.835130401980565,0.995278921297154,"LTR1A2:ERV1:LTR","ERV1","LTR","Not Significant"
97.7746021128134,-0.155557169147166,0.191424283428181,-0.812630280554392,0.416430065079159,0.995278921297154,"LTR1B0:ERV1:LTR","ERV1","LTR","Not Significant"
88.6845671289349,0.148331355939752,0.19362455905814,0.766077178748858,0.443630381060887,0.995278921297154,"LTR1B1:ERV1:LTR","ERV1","LTR","Not Significant"
155.498144348477,-0.152993092072852,0.132371365529102,-1.15578691404537,0.247768326916629,0.995278921297154,"LTR1B:ERV1:LTR","ERV1","LTR","Not Significant"
37.3118064681712,-0.184357791824416,0.214621425247221,-0.858990623196429,0.390345689307335,0.995278921297154,"LTR1C1:ERV1:LTR","ERV1","LTR","Not Significant"
10.253092942893,-0.482602612381286,0.363913664554516,-1.32614589499425,0.184791376631788,0.995278921297154,"LTR1C3:ERV1:LTR","ERV1","LTR","Not Significant"
36.5824485700354,-0.0450547874340015,0.216802095671216,-0.207815276390722,0.835373204177098,0.995278921297154,"LTR1C:ERV1:LTR","ERV1","LTR","Not Significant"
219.767322364843,0.0840654484568727,0.1108838514977,0.758139686901266,0.448367363194959,0.995278921297154,"LTR1D1:ERV1:LTR","ERV1","LTR","Not Significant"
300.714224084162,0.0845940538184092,0.083959782063445,1.00755447119294,0.313668395273651,0.995278921297154,"LTR1D:ERV1:LTR","ERV1","LTR","Not Significant"
239.890006136344,0.0177190128169076,0.0961140624440192,0.184354009874756,0.853735746182479,0.995278921297154,"LTR1E:ERV1:LTR","ERV1","LTR","Not Significant"
121.690771696217,0.171202841204444,0.142299675245783,1.20311477105439,0.228931910118285,0.995278921297154,"LTR1F1:ERV1:LTR","ERV1","LTR","Not Significant"
125.72065586637,0.0996435792795207,0.122967158390184,0.810326761909419,0.417752398178877,0.995278921297154,"LTR1F2:ERV1:LTR","ERV1","LTR","Not Significant"
149.235148071898,0.125067615092699,0.108684441342725,1.15074074584707,0.24983890834152,0.995278921297154,"LTR1F:ERV1:LTR","ERV1","LTR","Not Significant"
265.073852529683,-0.0777041706023111,0.107645353139008,-0.721853459869912,0.470384577405489,0.995278921297154,"LTR21A:ERV1:LTR","ERV1","LTR","Not Significant"
22.2981962937326,-0.0363309402006123,0.261337715255748,-0.139019123837745,0.889435037149319,0.995278921297154,"LTR21B:ERV1:LTR","ERV1","LTR","Not Significant"
15.6855754680606,0.248037116343161,0.300382781116861,0.825736799629221,0.408953412299349,0.995278921297154,"LTR22:ERVK:LTR","ERVK","LTR","Not Significant"
96.1617029579899,0.374712186415448,0.132266631840546,2.83300618758615,0.00461124933891259,0.995278921297154,"LTR22A:ERVK:LTR","ERVK","LTR","Not Significant"
240.805760387216,-0.127016927741368,0.1082929796424,-1.17290084879738,0.240835569148919,0.995278921297154,"LTR22B1:ERVK:LTR","ERVK","LTR","Not Significant"
54.827513663289,0.148393726478211,0.14195101464782,1.04538686705675,0.295844203984925,0.995278921297154,"LTR22B2:ERVK:LTR","ERVK","LTR","Not Significant"
104.437607435311,0.085543409922415,0.130861352884646,0.653694983558831,0.513308335803677,0.995278921297154,"LTR22B:ERVK:LTR","ERVK","LTR","Not Significant"
134.35805069338,-0.0428554587790798,0.11172924448999,-0.383565278497154,0.70130067882274,0.995278921297154,"LTR22C0:ERVK:LTR","ERVK","LTR","Not Significant"
45.1228377072024,-0.0158999417381163,0.226539181295382,-0.0701862770369269,0.944045396726497,0.995278921297154,"LTR22C2:ERVK:LTR","ERVK","LTR","Not Significant"
52.0009099847795,0.179526402498445,0.20309477631956,0.883953815808484,0.376721144499635,0.995278921297154,"LTR22C:ERVK:LTR","ERVK","LTR","Not Significant"
133.793216438952,0.174595206744452,0.130840226608457,1.33441534969924,0.182067772249681,0.995278921297154,"LTR22E:ERVK:LTR","ERVK","LTR","Not Significant"
115.325916298967,0.164624378992465,0.113854915198787,1.44591367623467,0.148201415501257,0.995278921297154,"LTR23-int:ERV1:LTR","ERV1","LTR","Not Significant"
452.346734301723,0.029634534287298,0.062656647159961,0.472967125285873,0.636236633522414,0.995278921297154,"LTR23:ERV1:LTR","ERV1","LTR","Not Significant"
241.876941351906,-0.0145080910838803,0.0888936984237285,-0.16320719399844,0.870355302163651,0.995278921297154,"LTR24:ERV1:LTR","ERV1","LTR","Not Significant"
699.993116848738,-0.0772404717731251,0.0824351996085389,-0.936984105575263,0.348766733893995,0.995278921297154,"LTR24B:ERV1:LTR","ERV1","LTR","Not Significant"
728.716429849927,-0.0527834803946463,0.10709196389094,-0.492879936802727,0.622097424359571,0.995278921297154,"LTR25-int:ERV1:LTR","ERV1","LTR","Not Significant"
206.209583549659,-0.0721942409895835,0.0916191407624,-0.787982078731868,0.430707188642605,0.995278921297154,"LTR25:ERV1:LTR","ERV1","LTR","Not Significant"
499.183941076552,0.177751854791656,0.0868642804453163,2.04631701178433,0.0407251910350604,0.995278921297154,"LTR26:ERV1:LTR","ERV1","LTR","Not Significant"
69.0630094487224,-0.165546464250014,0.15151597874547,-1.0926006987561,0.274569155797796,0.995278921297154,"LTR26B:ERV1:LTR","ERV1","LTR","Not Significant"
282.4627399502,0.0135792452393901,0.0835903502303064,0.162449914397737,0.870951566802806,0.995278921297154,"LTR26C:ERV1:LTR","ERV1","LTR","Not Significant"
168.423761689714,-0.056327313530357,0.110396240993878,-0.510228546037908,0.609891355485562,0.995278921297154,"LTR26D:ERV1:LTR","ERV1","LTR","Not Significant"
81.3392125663519,0.310683558981391,0.1490563235688,2.08433665572054,0.0371295553082881,0.995278921297154,"LTR26E:ERV1:LTR","ERV1","LTR","Not Significant"
170.988924535309,-0.00558260532325934,0.125728200179502,-0.0444021732219904,0.964583829378442,0.995278921297154,"LTR2752:ERV1:LTR","ERV1","LTR","Not Significant"
104.784256715886,-0.047206794713745,0.13864203801502,-0.34049409103919,0.733484471919812,0.995278921297154,"LTR27:ERV1:LTR","ERV1","LTR","Not Significant"
113.135252640932,0.0643574975083143,0.126940481555991,0.506989549113437,0.61216215148898,0.995278921297154,"LTR27B:ERV1:LTR","ERV1","LTR","Not Significant"
264.865130540067,-0.0744771092458035,0.0977365114663713,-0.762019312214036,0.446048478025458,0.995278921297154,"LTR27C:ERV1:LTR","ERV1","LTR","Not Significant"
209.388131320295,0.128875256473526,0.115249925960892,1.11822420187287,0.263471250303276,0.995278921297154,"LTR27D:ERV1:LTR","ERV1","LTR","Not Significant"
170.31109447869,0.0867628212064331,0.107236582715352,0.809078571971427,0.418469952857469,0.995278921297154,"LTR27E:ERV1:LTR","ERV1","LTR","Not Significant"
194.77272653608,0.165428833121684,0.108970759749214,1.51810296177069,0.128988444651489,0.995278921297154,"LTR28:ERV1:LTR","ERV1","LTR","Not Significant"
355.848457654422,0.0620950469262094,0.0871251040021125,0.712711309070045,0.476024416987061,0.995278921297154,"LTR28B:ERV1:LTR","ERV1","LTR","Not Significant"
403.899305836637,0.02983532487112,0.0962729027544886,0.309903659466931,0.756634219869278,0.995278921297154,"LTR28C:ERV1:LTR","ERV1","LTR","Not Significant"
2409.07381606988,0.0709766572015821,0.494618116473013,0.143497892288494,0.88589697573375,0.995278921297154,"LTR29:ERV1:LTR","ERV1","LTR","Not Significant"
