"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","TE","TE_family","TE_class","significance"
142.84873848347,0.0831441515379557,0.116499179510557,0.713688730575317,0.475419676462638,0.995278921297154,"AluYh3a3:Alu:SINE","Alu","SINE","Not Significant"
30.1177075075782,-0.307907245508809,0.282873599099712,-1.08849764166317,0.276375477126616,0.995278921297154,"AluYh7:Alu:SINE","Alu","SINE","Not Significant"
21.1040600341899,-0.0726041583683513,0.276078595845433,-0.262983655600016,0.79256317678178,0.995278921297154,"AluYh9:Alu:SINE","Alu","SINE","Not Significant"
98.1854472926729,-0.13098009599744,0.130987952186407,-0.999940023575944,0.31733953381089,0.995278921297154,"AluYi6:Alu:SINE","Alu","SINE","Not Significant"
28.3882682738886,0.363046881701064,0.2136699652512,1.69910114074409,0.0893001285050281,0.995278921297154,"AluYi6_4d:Alu:SINE","Alu","SINE","Not Significant"
872.629291974281,0.117964041706362,0.0539023358328439,2.18847736157816,0.0286348485275117,0.995278921297154,"AluYj4:Alu:SINE","Alu","SINE","Not Significant"
338.932639668412,-0.108748819378506,0.121208930703171,-0.897201375737081,0.369611471247206,0.995278921297154,"AluYk11:Alu:SINE","Alu","SINE","Not Significant"
40.1622099810282,-0.0610156983753518,0.187471363888016,-0.325466765216468,0.744827832070395,0.995278921297154,"AluYk12:Alu:SINE","Alu","SINE","Not Significant"
238.322827804824,0.0584735822312264,0.0969629825707899,0.603050573331286,0.546475045933027,0.995278921297154,"AluYk2:Alu:SINE","Alu","SINE","Not Significant"
327.140225780453,0.109841886955155,0.0860255313988779,1.27685217596444,0.201654440927437,0.995278921297154,"AluYk3:Alu:SINE","Alu","SINE","Not Significant"
281.815785482878,0.117442853745858,0.0682200303165548,1.72153036580165,0.0851546268386116,0.995278921297154,"AluYk4:Alu:SINE","Alu","SINE","Not Significant"
1533.20641426066,0.0517552189464633,0.059790919683318,0.865603326066638,0.386707730997454,0.995278921297154,"AluYm1:Alu:SINE","Alu","SINE","Not Significant"
2950.97260393334,-0.271497444048472,0.164544448800585,-1.64999455179133,0.0989440503936028,0.995278921297154,"AmnSINE1:5S-Deu-L2:SINE","5S-Deu-L2","SINE","Not Significant"
1138.14657612716,-0.0634510055752307,0.0611826858103286,-1.03707453726262,0.299701120878033,0.995278921297154,"Arthur1:hAT-Tip100:DNA","hAT-Tip100","DNA","Not Significant"
736.674872878423,0.0139758322277374,0.0584916140400793,0.238937366613971,0.811154150216943,0.995278921297154,"Arthur1A:hAT-Tip100:DNA","hAT-Tip100","DNA","Not Significant"
1066.79325453034,-0.0720696730074528,0.0598615010864809,-1.2039402904938,0.228612657654225,0.995278921297154,"Arthur1B:hAT-Tip100:DNA","hAT-Tip100","DNA","Not Significant"
238.500649827563,0.15956183180357,0.0936356678553619,1.70407106029343,0.0883678124229941,0.995278921297154,"Arthur1C:hAT-Tip100:DNA","hAT-Tip100","DNA","Not Significant"
942.797212921843,-0.0329745852093754,0.0739044295192699,-0.446178739540607,0.655468139064211,0.995278921297154,"BLACKJACK:hAT-Blackjack:DNA","hAT-Blackjack","DNA","Not Significant"
1347.50820851471,-0.0394759778161582,0.180483565374289,-0.218723393092843,0.826865525119578,0.995278921297154,"BSR/Beta:Satellite:Satellite","Satellite","Satellite","Not Significant"
597.637974803334,-0.0331201970009239,0.190183277982506,-0.174148838700585,0.861748491835665,0.995278921297154,"CER:Satellite:Satellite","Satellite","Satellite","Not Significant"
9.5863103313504,-0.547639197790169,0.419485159559257,-1.30550315144774,0.191721574744155,0.995278921297154,"CR1-11_Crp:CR1:LINE","CR1","LINE","Not Significant"
72.8452086890866,-0.0904111906675882,0.160541928066191,-0.563162481954942,0.573324247960306,0.995278921297154,"CR1-12_AMi:CR1:LINE","CR1","LINE","Not Significant"
21.8165815011186,-0.125005332260565,0.223317942141829,-0.559763944901364,0.57564045953368,0.995278921297154,"CR1-13_AMi:CR1:LINE","CR1","LINE","Not Significant"
278.588506912707,0.00627252428766231,0.103435751627068,0.0606417431980148,0.951644528414784,0.995278921297154,"CR1-16_AMi:CR1:LINE","CR1","LINE","Not Significant"
631.316976843945,-0.00899599920356109,0.0776733012994933,-0.115818422199853,0.907796449965912,0.995278921297154,"CR1-3_Croc:CR1:LINE","CR1","LINE","Not Significant"
125.446011239388,-0.0897327948136057,0.123609736484276,-0.725936300535841,0.46787782160901,0.995278921297154,"CR1-L3A_Croc:CR1:LINE","CR1","LINE","Not Significant"
12.5440836203266,0.343219432071554,0.365959341581541,0.937862196899489,0.348315232634076,0.995278921297154,"CR1-L3B_Croc:CR1:LINE","CR1","LINE","Not Significant"
1052.97833637587,-0.055644198922533,0.0633200220285211,-0.878777314661535,0.379522028669139,0.995278921297154,"CR1_Mam:CR1:LINE","CR1","LINE","Not Significant"
991.045003928869,-0.0774148633335215,0.0568930910404442,-1.36070763457884,0.173606100966031,0.995278921297154,"Chap1_Mam:hAT-Charlie:DNA","hAT-Charlie","DNA","Not Significant"
580.906891481678,-0.0649496682189654,0.0608805009231854,-1.06683859748319,0.286044725951921,0.995278921297154,"Charlie10:hAT-Charlie:DNA","hAT-Charlie","DNA","Not Significant"
211.383356375313,-0.140308399706183,0.108068914754644,-1.29832338952172,0.194176232348244,0.995278921297154,"Charlie10a:hAT-Charlie:DNA","hAT-Charlie","DNA","Not Significant"
192.596192625012,0.0879444302623451,0.0990268146907613,0.888087035183107,0.374493935994187,0.995278921297154,"Charlie10b:hAT-Charlie:DNA","hAT-Charlie","DNA","Not Significant"
96.1774260625595,-0.1257866483487,0.146964309575181,-0.855899290870708,0.392053487247068,0.995278921297154,"Charlie11:hAT-Charlie:DNA","hAT-Charlie","DNA","Not Significant"
575.661788878009,-0.0480387599234193,0.0778128831433806,-0.617362549526682,0.536995618190667,0.995278921297154,"Charlie13a:hAT-Charlie:DNA","hAT-Charlie","DNA","Not Significant"
201.454825311634,0.0688402763976153,0.0999965030676072,0.688426837797245,0.491184028066727,0.995278921297154,"Charlie13b:hAT-Charlie:DNA","hAT-Charlie","DNA","Not Significant"
431.927042451482,-0.0579916994292136,0.0800313802507769,-0.724612011532198,0.468690087960449,0.995278921297154,"Charlie14a:hAT-Charlie:DNA","hAT-Charlie","DNA","Not Significant"
1985.91112985335,0.00201299935411051,0.0374054705381322,0.0538156404705136,0.957082048283685,0.995278921297154,"Charlie15a:hAT-Charlie:DNA","hAT-Charlie","DNA","Not Significant"
1829.76147330847,-0.0813628549204279,0.0637412438144847,-1.2764554007956,0.201794582900033,0.995278921297154,"Charlie15b:hAT-Charlie:DNA","hAT-Charlie","DNA","Not Significant"
1371.55674035576,-0.0658073659540879,0.0916892137900874,-0.717722000591551,0.472928715170831,0.995278921297154,"Charlie16a:hAT-Charlie:DNA","hAT-Charlie","DNA","Not Significant"
616.606959018683,-0.064756927956196,0.0939889560427302,-0.688984436924223,0.490833061415977,0.995278921297154,"Charlie17:hAT-Charlie:DNA","hAT-Charlie","DNA","Not Significant"
793.578873106067,-0.0176309850409262,0.0512924906216011,-0.343734235309314,0.731046162185486,0.995278921297154,"Charlie17a:hAT-Charlie:DNA","hAT-Charlie","DNA","Not Significant"
268.445648832723,-0.0966197277355157,0.0920701565856575,-1.04941417847623,0.293987535402408,0.995278921297154,"Charlie17b:hAT-Charlie:DNA","hAT-Charlie","DNA","Not Significant"
2066.27475467226,-0.00587181238858044,0.0374135961927708,-0.156943276939387,0.875289552390326,0.995278921297154,"Charlie18a:hAT-Charlie:DNA","hAT-Charlie","DNA","Not Significant"
1935.06868552029,0.154080367524368,0.0857635315461066,1.79657209476658,0.0724035777941223,0.995278921297154,"Charlie19a:hAT-Charlie:DNA","hAT-Charlie","DNA","Not Significant"
2273.72395769837,-0.143840876977596,0.0646019619946833,-2.22657133833542,0.0259759362842383,0.995278921297154,"Charlie1:hAT-Charlie:DNA","hAT-Charlie","DNA","Not Significant"
6710.70026015524,-0.0729239131745424,0.0687348986303949,-1.06094450748626,0.288715120878233,0.995278921297154,"Charlie1a:hAT-Charlie:DNA","hAT-Charlie","DNA","Not Significant"
2636.19931410817,-0.024375577986638,0.0507476595105125,-0.480329107228848,0.630993394869229,0.995278921297154,"Charlie1b:hAT-Charlie:DNA","hAT-Charlie","DNA","Not Significant"
789.180237117385,-0.0165994110159083,0.065970697445284,-0.251617940369296,0.801336390282654,0.995278921297154,"Charlie20a:hAT-Charlie:DNA","hAT-Charlie","DNA","Not Significant"
612.124516879801,-0.117128120560098,0.109624870793834,-1.06844477637173,0.285319928272897,0.995278921297154,"Charlie21a:hAT-Charlie:DNA","hAT-Charlie","DNA","Not Significant"
886.438164574486,-0.0590536767463168,0.0735886936277289,-0.802483015190594,0.422273609488247,0.995278921297154,"Charlie22a:hAT-Charlie:DNA","hAT-Charlie","DNA","Not Significant"
968.466249975308,-0.0248757722110484,0.0623329780857511,-0.399078833949294,0.689835117597992,0.995278921297154,"Charlie23a:hAT-Charlie:DNA","hAT-Charlie","DNA","Not Significant"
1099.44082443114,-0.0811377488448529,0.0661976128888351,-1.22568995019664,0.220315373525647,0.995278921297154,"Charlie24:hAT-Charlie:DNA","hAT-Charlie","DNA","Not Significant"
551.425663886272,-0.0801069122101689,0.0917792360131328,-0.872821737137868,0.382760249580864,0.995278921297154,"Charlie25:hAT-Charlie:DNA","hAT-Charlie","DNA","Not Significant"
297.274320339253,-0.224119937984177,0.111591777297204,-2.00839115042745,0.0446017425577298,0.995278921297154,"Charlie26a:hAT-Charlie:DNA","hAT-Charlie","DNA","Not Significant"
1684.8508970837,-0.00792740386176249,0.0438800986137959,-0.180660575344972,0.856634005826231,0.995278921297154,"Charlie29a:hAT-Charlie:DNA","hAT-Charlie","DNA","Not Significant"
1725.03514556291,-0.0488997611346922,0.045019283398285,-1.08619590192222,0.277392329993207,0.995278921297154,"Charlie2a:hAT-Charlie:DNA","hAT-Charlie","DNA","Not Significant"
2291.4069078853,-0.0739519236189935,0.0478508669326767,-1.54546674615194,0.122233406414607,0.995278921297154,"Charlie2b:hAT-Charlie:DNA","hAT-Charlie","DNA","Not Significant"
928.582690671748,0.0114634261482012,0.0805840563075788,0.142254270552562,0.886879165911376,0.995278921297154,"Charlie30a:hAT-Charlie:DNA","hAT-Charlie","DNA","Not Significant"
364.127350379799,0.0946982937967756,0.0941888883134816,1.00540833948054,0.314700265859929,0.995278921297154,"Charlie3:hAT-Charlie:DNA","hAT-Charlie","DNA","Not Significant"
74.8236520190073,0.0984237660944275,0.152598152456743,0.644986616874852,0.51893585853877,0.995278921297154,"Charlie4:hAT-Charlie:DNA","hAT-Charlie","DNA","Not Significant"
2572.78543696606,-0.0801471433329191,0.0576523523051892,-1.39017993417946,0.164474245086929,0.995278921297154,"Charlie4a:hAT-Charlie:DNA","hAT-Charlie","DNA","Not Significant"
3977.36413455299,-0.0069711146626009,0.0448657484029543,-0.155377206683169,0.87652395235956,0.995278921297154,"Charlie4z:hAT-Charlie:DNA","hAT-Charlie","DNA","Not Significant"
2686.12899518401,-0.116689902450734,0.0855999202005645,-1.36320106581085,0.17281915145825,0.995278921297154,"Charlie5:hAT-Charlie:DNA","hAT-Charlie","DNA","Not Significant"
191.632517179484,-0.0924459989104485,0.100120390619535,-0.92334836428825,0.355825691354198,0.995278921297154,"Charlie6:hAT-Charlie:DNA","hAT-Charlie","DNA","Not Significant"
2858.1665061763,-0.0662643846190682,0.057130225801188,-1.1598831212337,0.246096395674021,0.995278921297154,"Charlie7:hAT-Charlie:DNA","hAT-Charlie","DNA","Not Significant"
1293.64147069553,0.00668236582051963,0.0534276065889405,0.125073276666353,0.900465539273273,0.995278921297154,"Charlie7a:hAT-Charlie:DNA","hAT-Charlie","DNA","Not Significant"
2103.03105262474,0.0466370548409729,0.0493108539442052,0.945776661944291,0.344262511513204,0.995278921297154,"Charlie8:hAT-Charlie:DNA","hAT-Charlie","DNA","Not Significant"
771.518700251707,-0.104972059747586,0.0485869257677102,-2.16050013638336,0.0307339730609516,0.995278921297154,"Charlie9:hAT-Charlie:DNA","hAT-Charlie","DNA","Not Significant"
1148.64083573071,-0.0931656157352586,0.0695874824804459,-1.3388272202754,0.180626927141695,0.995278921297154,"Cheshire:hAT-Charlie:DNA","hAT-Charlie","DNA","Not Significant"
55.3592234822249,0.324217981091048,0.334004393605229,0.970699749160341,0.331697816820635,0.995278921297154,"D20S16:Satellite:Satellite","Satellite","Satellite","Not Significant"
213.322425295966,0.118560906784442,0.114198672353865,1.03819864400051,0.299177583832576,0.995278921297154,"ERV24B_Prim-int:ERV1:LTR","ERV1","LTR","Not Significant"
235.007793219558,0.0386334031453559,0.0891454469311104,0.433374944827086,0.664742399716335,0.995278921297154,"ERV24_Prim-int:ERV1:LTR","ERV1","LTR","Not Significant"
2209.6100655894,0.0494795990373824,0.0640707660115654,0.772264827120232,0.439957592913489,0.995278921297154,"ERV3-16A3_I-int:ERVL:LTR","ERVL","LTR","Not Significant"
582.690306501594,0.0586140466717719,0.0687304319292948,0.852810684095076,0.393764298072832,0.995278921297154,"ERV3-16A3_LTR:ERVL:LTR","ERVL","LTR","Not Significant"
3329.12757912877,0.0686881744264615,0.0613802415289808,1.11906002184808,0.263114533636321,0.995278921297154,"ERVL-B4-int:ERVL:LTR","ERVL","LTR","Not Significant"
3810.833774695,0.00165921842697497,0.0437472038889155,0.0379274165998841,0.969745553485381,0.995278921297154,"ERVL-E-int:ERVL:LTR","ERVL","LTR","Not Significant"
854.296987766513,0.0238630601724805,0.0612057972739122,0.38988235159632,0.696623544667337,0.995278921297154,"ERVL-int:ERVL:LTR","ERVL","LTR","Not Significant"
19.8653479606777,-0.364325415441424,0.283051824058504,-1.28713325431926,0.198047846434092,0.995278921297154,"Eulor10:DNA:DNA?","DNA","DNA?","Not Significant"
13.3943251386021,0.0427261827812847,0.360180951951845,0.118624215272209,0.905573079795963,0.995278921297154,"Eulor11:DNA:DNA","DNA","DNA","Not Significant"
40.4737135549704,0.115894947986812,0.238382710263639,0.486171785943025,0.62684537352633,0.995278921297154,"Eulor12:DNA:DNA?","DNA","DNA?","Not Significant"
15.1854564028736,-0.0777750828751399,0.304008041869592,-0.255832320740063,0.798080315847119,0.995278921297154,"Eulor1:DNA:DNA","DNA","DNA","Not Significant"
54.6044555246657,-0.0908381932048965,0.148792917153083,-0.610500788229316,0.541530121417901,0.995278921297154,"Eulor2A:DNA:DNA?","DNA","DNA?","Not Significant"
36.659330317653,-0.27724360225842,0.199160876479946,-1.39205855667309,0.16390466666389,0.995278921297154,"Eulor2B:DNA:DNA?","DNA","DNA?","Not Significant"
18.1383603427877,0.0198362369657634,0.265354729358961,0.0747536590498437,0.940410713318824,0.995278921297154,"Eulor4:Eulor4:Unknown","Eulor4","Unknown","Not Significant"
71.2242109579666,-0.210588646931867,0.189115608070534,-1.11354450899327,0.265474643632579,0.995278921297154,"Eulor5A:DNA:DNA?","DNA","DNA?","Not Significant"
15.7357643965327,0.377305917793428,0.33386522836152,1.13011444661398,0.258428003102295,0.995278921297154,"Eulor5B:DNA:DNA?","DNA","DNA?","Not Significant"
10.0098696592825,-0.409990979424077,0.368551775739566,-1.11243794335641,0.265949898109681,0.995278921297154,"Eulor6A:DNA:DNA?","DNA","DNA?","Not Significant"
23.545001966945,0.156927771266329,0.242396570423543,0.647400955352326,0.517372477781454,0.995278921297154,"Eulor6B:DNA:DNA?","DNA","DNA?","Not Significant"
6.54455459439981,0.149569091786572,0.463682274709014,0.32256805995104,0.747022386141643,0.995278921297154,"Eulor6C:DNA:DNA?","DNA","DNA?","Not Significant"
65.1672667851803,0.159667916268674,0.170225760323499,0.937977401100982,0.348256023957703,0.995278921297154,"Eulor6D:DNA:DNA?","DNA","DNA?","Not Significant"
8.00554073335227,-0.242865709069698,0.39341814218934,-0.617322088193926,0.53702230046999,0.995278921297154,"Eulor6E:DNA:DNA?","DNA","DNA?","Not Significant"
46.5488609804692,-0.137446948828844,0.176750785390485,-0.777631332868989,0.436786383914592,0.995278921297154,"Eulor8:TcMar:DNA","TcMar","DNA","Not Significant"
159.244364744002,-0.10115071813541,0.227511762293321,-0.444595554602584,0.656612060607861,0.995278921297154,"Eulor9A:DNA:DNA","DNA","DNA","Not Significant"
28.3152302202581,0.130748930576899,0.217616657071045,0.600822254769837,0.547958379677811,0.995278921297154,"Eulor9B:DNA:DNA","DNA","DNA","Not Significant"
67.2562096862561,-0.176578385789814,0.182081390943065,-0.969777223664929,0.332157548170965,0.995278921297154,"Eulor9C:DNA:DNA","DNA","DNA","Not Significant"
1659.44076934467,-0.0529946272323098,0.0654512965805333,-0.809680327220157,0.418123927557216,0.995278921297154,"FAM:Alu:SINE","Alu","SINE","Not Significant"
10003.8006845151,-0.0120613453700361,0.165197630807712,-0.0730116122795692,0.941796876911934,0.995278921297154,"FLAM_A:Alu:SINE","Alu","SINE","Not Significant"
8619.31987685601,-0.0341569604078327,0.0564504635748308,-0.605078474910205,0.545126855710289,0.995278921297154,"FLAM_C:Alu:SINE","Alu","SINE","Not Significant"
2462.81545833762,0.0269858524300737,0.0583605164941423,0.462399136456963,0.64379511847085,0.995278921297154,"FRAM:Alu:SINE","Alu","SINE","Not Significant"
1428.14625195469,-0.0692941312821676,0.511023614001415,-0.135598687386637,0.892138543182636,0.995278921297154,"FordPrefect:hAT-Tip100:DNA","hAT-Tip100","DNA","Not Significant"
107.671900971013,0.184723363068501,0.155411861136474,1.18860530797123,0.234595018161862,0.995278921297154,"FordPrefect_a:hAT-Tip100:DNA","hAT-Tip100","DNA","Not Significant"
9.66908581556575,0.379070230817008,0.547787718894597,0.692002061641597,0.488936034291103,0.995278921297154,"GSATII:centr:Satellite","centr","Satellite","Not Significant"
14824.0111914856,-0.0295473581597007,0.0530643225472736,-0.556821546781791,0.577649360801757,0.995278921297154,"HAL1:L1:LINE","L1","LINE","Not Significant"
1474.55361919519,-0.0046117586893,0.0589669832814014,-0.0782091677861801,0.937661669518527,0.995278921297154,"HAL1M8:L1:LINE","L1","LINE","Not Significant"
4482.18541100345,-0.00357263149215821,0.0602033849737905,-0.0593427013068045,0.952679150298177,0.995278921297154,"HAL1ME:L1:LINE","L1","LINE","Not Significant"
3654.92713505111,-0.0568599431870225,0.0458651568671377,-1.23971980193449,0.215079050290942,0.995278921297154,"HAL1b:L1:LINE","L1","LINE","Not Significant"
103.553185736211,0.0490111633643554,0.239172436661512,0.204919781093832,0.837634800084616,0.995278921297154,"HERV-Fc1-int:ERV1:LTR","ERV1","LTR","Not Significant"
87.7781234063701,-0.0938044709971054,0.172121460178585,-0.544989979168072,0.585760409636961,0.995278921297154,"HERV-Fc1_LTR1:ERV1:LTR","ERV1","LTR","Not Significant"
57.2644475358994,-0.0087836591632685,0.196392736201839,-0.0447249696355431,0.964326530718023,0.995278921297154,"HERV15-int:ERV1:LTR","ERV1","LTR","Not Significant"
602.147535429634,0.141179474439347,0.10406056955038,1.35670480230263,0.174875025981859,0.995278921297154,"HERV16-int:ERVL:LTR","ERVL","LTR","Not Significant"
918.5869140377,0.0216105682376181,0.0686806504329518,0.314652935017192,0.753025182708143,0.995278921297154,"HERV17-int:ERV1:LTR","ERV1","LTR","Not Significant"
188.31743265406,-0.226156352498804,0.434925024319475,-0.519989285170862,0.603071043190198,0.995278921297154,"HERV1_I-int:ERV1:LTR","ERV1","LTR","Not Significant"
63.9268746608996,-0.273661876133388,0.185378629747636,-1.47623205817162,0.139881606182699,0.995278921297154,"HERV1_LTRa:ERV1:LTR","ERV1","LTR","Not Significant"
28.7180686556367,-0.101317175874275,0.241400004911462,-0.419706602373246,0.674699801302437,0.995278921297154,"HERV1_LTRb:ERV1:LTR","ERV1","LTR","Not Significant"
66.2926525660886,-0.0844619705546131,0.260124935055253,-0.324697709339832,0.745409868490405,0.995278921297154,"HERV1_LTRc:ERV1:LTR","ERV1","LTR","Not Significant"
24.398221968835,0.161964307276117,0.253222807311536,0.639611846166982,0.52242497905352,0.995278921297154,"HERV1_LTRd:ERV1:LTR","ERV1","LTR","Not Significant"
32.1596678235663,-0.232774204454836,0.249985810899141,-0.931149666525475,0.351776150129833,0.995278921297154,"HERV1_LTRe:ERV1:LTR","ERV1","LTR","Not Significant"
347.376655562297,0.0315954828792136,0.0863804171443433,0.365771362581139,0.714535690631127,0.995278921297154,"HERV3-int:ERV1:LTR","ERV1","LTR","Not Significant"
122.192556374137,0.0785159783047051,0.12323265634648,0.637136134467068,0.524036173394211,0.995278921297154,"HERV30-int:ERV1:LTR","ERV1","LTR","Not Significant"
688.739286599743,0.0484570461167444,0.0881113643990693,0.549952284216998,0.582352101675268,0.995278921297154,"HERV35I-int:ERV1:LTR","ERV1","LTR","Not Significant"
492.117248726604,0.0827070529830757,0.0678399253509289,1.21915011779923,0.222787220653789,0.995278921297154,"HERV4_I-int:ERV1:LTR","ERV1","LTR","Not Significant"
706.708922131215,0.0725861754390106,0.0769821286199835,0.942896445450694,0.345733873229075,0.995278921297154,"HERV9-int:ERV1:LTR","ERV1","LTR","Not Significant"
461.656244192482,-0.187859827255868,0.126524326254461,-1.48477239766565,0.137604126096231,0.995278921297154,"HERV9N-int:ERV1:LTR","ERV1","LTR","Not Significant"
468.912684473188,0.08491003661364,0.091854501913185,0.924397115493496,0.3552795959858,0.995278921297154,"HERV9NC-int:ERV1:LTR","ERV1","LTR","Not Significant"
744.105508844174,0.23864978932583,0.0860170422080104,2.77444775128069,0.00552955154420911,0.995278921297154,"HERVE-int:ERV1:LTR","ERV1","LTR","Not Significant"
332.489200480511,-0.0792917880126812,0.0844438124873017,-0.938988727262933,0.347736532071682,0.995278921297154,"HERVE_a-int:ERV1:LTR","ERV1","LTR","Not Significant"
134.473125768241,0.152738504374014,0.189120511692265,0.807625270296163,0.419306334874614,0.995278921297154,"HERVFH19-int:ERV1:LTR","ERV1","LTR","Not Significant"
