TE_family,names,scores,logfoldchanges,pvals,pvals_adj,bulk_TE,bulk_baseMean,bulk_log2FoldChange,bulk_pvalue,bulk_padj,is_TE,bulk_lfcSE,bulk_stat,bulk_TE_family,bulk_TE_class,bulk_significance,new_bulk_TE,new_bulk_baseMean,new_bulk_log2FoldChange,new_bulk_lfcSE,new_bulk_stat,new_bulk_pvalue,new_bulk_padj,new_bulk_TE_class,new_bulk_significance,_merge
Helitron3Na_Mam,,,,,,,,,,,,,,,,,Helitron3Na_Mam:Helitron:RC,647.284892740704,0.0459891182233497,0.069783221327291,0.659028307215221,0.509877591323849,0.9962736297742,Helitron3Na_Mam,Not significant,right_only
Helitron2Na_Mam,,,,,,,,,,,,,,,,,Helitron2Na_Mam:Helitron:RC?,294.771801819037,-0.130391979771602,0.097809784485979,-1.33311795396394,0.182493098369268,0.9962736297742,Helitron2Na_Mam,Not significant,right_only
Helitron1Nb_Mam,,,,,,,,,,,,,,,,,Helitron1Nb_Mam:Helitron:RC,271.59276523471,-0.0242737779344493,0.0831611901166074,-0.291888294292241,0.770372033762615,0.9962736297742,Helitron1Nb_Mam,Not significant,right_only
Helitron1Na_Mam,,,,,,,,,,,,,,,,,Helitron1Na_Mam:Helitron:RC,136.593656540523,-0.0109007871767716,0.0985169738799368,-0.110648822710049,0.911894830233099,0.9962736297742,Helitron1Na_Mam,Not significant,right_only
Harlequin-int,,,,,,,,,,,,,,,,,Harlequin-int:ERV1:LTR,1174.07589842001,-0.212066658375564,0.110651276376376,-1.91653151522833,0.0552974757235525,0.9962736297742,Harlequin-int,Not significant,right_only
HSAT4,,,,,,,,,,,,,,,,,HSAT4:centr:Satellite,443.571059230842,0.0225376801068787,0.213079576777126,0.105771188622419,0.915763896677829,0.9962736297742,HSAT4,Not significant,right_only
HUERS-P3b-int,,,,,,,,,,,,,,,,,HUERS-P3b-int:ERV1:LTR,1555.9175682505,0.0108371550274194,0.0654876787115606,0.165483877893298,0.868563138461909,0.9962736297742,HUERS-P3b-int,Not significant,right_only
HUERS-P2-int,,,,,,,,,,,,,,,,,HUERS-P2-int:ERV1:LTR,164.60137950733,0.0618836360856771,0.138110331439044,0.448073909032576,0.65409985721392,0.9962736297742,HUERS-P2-int,Not significant,right_only
HUERS-P1-int,,,,,,,,,,,,,,,,,HUERS-P1-int:ERV1:LTR,873.323468064161,0.0693327310014064,0.0978939566784435,0.708243219028797,0.478794231340482,0.9962736297742,HUERS-P1-int,Not significant,right_only
HSMAR2,,,,,,,,,,,,,,,,,HSMAR2:TcMar-Mariner:DNA,2493.95665347707,-0.0569110110172775,0.0652942286043849,-0.871608597478026,0.383421938822264,0.9962736297742,HSMAR2,Not significant,right_only
HSMAR1,,,,,,,,,,,,,,,,,HSMAR1:TcMar-Mariner:DNA,854.441558423327,0.0047128895498039,0.075747226591593,0.0622186416832725,0.950388717333537,0.9962736297742,HSMAR1,Not significant,right_only
HSATI,,,,,,,,,,,,,,,,,HSATI:Satellite:Satellite,7.49463544163742,-0.183746265179884,0.460193555161053,-0.399280396518327,0.689686609971644,0.9962736297742,HSATI,Not significant,right_only
HSAT6,,,,,,,,,,,,,,,,,HSAT6:Satellite:Satellite,1.73101796224046,-1.25697877936826,0.874738585421491,-1.43697648682387,0.15072467477598,0.9962736297742,HSAT6,Not significant,right_only
HUERS-P3-int,,,,,,,,,,,,,,,,,HUERS-P3-int:ERV1:LTR,683.119164119858,0.0905599817461214,0.0999177034241041,0.906345708945456,0.36475289908186,0.9962736297742,HUERS-P3-int,Not significant,right_only
HERVK-int,,,,,,,,,,,,,,,,,HERVK-int:ERVK:LTR,781.594676483282,0.0750628940679284,0.0993158007565122,0.75580011937835,0.449769045169462,0.9962736297742,HERVK-int,Not significant,right_only
HERVIP10FH-int,,,,,,,,,,,,,,,,,HERVIP10FH-int:ERV1:LTR,533.746344197631,0.0259154949937257,0.0719760126548616,0.360057386312789,0.718804219305417,0.9962736297742,HERVIP10FH-int,Not significant,right_only
HERVIP10F-int,,,,,,,,,,,,,,,,,HERVIP10F-int:ERV1:LTR,535.050699663848,0.0678275559938067,0.0864330655122616,0.784740834908656,0.432605535556418,0.9962736297742,HERVIP10F-int,Not significant,right_only
HERV1_LTRa,,,,,,,,,,,,,,,,,HERV1_LTRa:ERV1:LTR,63.9249036452537,-0.273752038274113,0.18528557719897,-1.47746005065544,0.139552359397894,0.9962736297742,HERV1_LTRa,Not significant,right_only
HERV1_I-int,,,,,,,,,,,,,,,,,HERV1_I-int:ERV1:LTR,188.309944185237,-0.226306201926939,0.43491740927818,-0.520342936610731,0.602824574726983,0.9962736297742,HERV1_I-int,Not significant,right_only
HERV17-int,,,,,,,,,,,,,,,,,HERV17-int:ERV1:LTR,918.554654446402,0.0215560007363917,0.0686131433540018,0.314167223401732,0.753394035214917,0.9962736297742,HERV17-int,Not significant,right_only
HERV16-int,HERV16-int:TE,2.9411619,0.29593953,0.0032698350583224,0.0210845081909207,HERV16-int:ERVL:LTR,602.147535429634,0.141179474439347,0.174875025981859,0.995278921297154,True,0.10406056955038,1.35670480230263,ERVL,LTR,Not Significant,HERV16-int:ERVL:LTR,602.129356275184,0.141136797864519,0.104182937656784,1.35470165306217,0.175512631006522,0.9962736297742,HERV16-int,Not significant,both
HERV15-int,,,,,,,,,,,,,,,,,HERV15-int:ERV1:LTR,57.2631878570672,-0.0088818770093363,0.196334267245252,-0.0452385471673239,0.963917169490972,0.9962736297742,HERV15-int,Not significant,right_only
HERV-Fc2-int,,,,,,,,,,,,,,,,,HERV-Fc2-int:ERV1:LTR,2.89126457139329,-0.431258493732208,0.608458207307868,-0.708772580520061,0.478465615810241,0.9962736297742,HERV-Fc2-int,Not significant,right_only
HERV1_LTRb,,,,,,,,,,,,,,,,,HERV1_LTRb:ERV1:LTR,28.7164368216551,-0.101304613103802,0.240993077292703,-0.420363166618106,0.674220171515515,0.9962736297742,HERV1_LTRb,Not significant,right_only
HERV-Fc1_LTR2,,,,,,,,,,,,,,,,,HERV-Fc1_LTR2:ERV1:LTR,2.4008087303214,0.236296848419123,0.701230804892645,0.336974426637316,0.736136178396047,0.9962736297742,HERV-Fc1_LTR2,Not significant,right_only
HERV-Fc1-int,,,,,,,,,,,,,,,,,HERV-Fc1-int:ERV1:LTR,103.550174543775,0.0490315186212615,0.239689388974644,0.204562741934514,0.837913767397243,0.9962736297742,HERV-Fc1-int,Not significant,right_only
HAL1b,HAL1b:TE,10.19412,0.2630307,2.106430475510387e-24,5.383398634478291e-23,HAL1b:L1:LINE,3654.92713505111,-0.0568599431870225,0.215079050290942,0.995278921297154,True,0.0458651568671377,-1.23971980193449,L1,LINE,Not Significant,HAL1b:L1:LINE,3654.77744662527,-0.0569378381501448,0.0456807434156734,-1.24642976214369,0.212606660439088,0.9962736297742,HAL1b,Not significant,both
HAL1ME,HAL1ME:TE,15.721092,0.3063811,1.0843749619186749e-55,5.580631760353732e-54,HAL1ME:L1:LINE,4482.18541100345,-0.0035726314921582,0.952679150298177,0.995278921297154,True,0.0602033849737905,-0.0593427013068045,L1,LINE,Not Significant,HAL1ME:L1:LINE,4481.95794130276,-0.003660334129632,0.0600544612356373,-0.0609502450662226,0.951398834019989,0.9962736297742,HAL1ME,Not significant,both
HAL1M8,HAL1M8:TE,13.651759,0.33078966,1.9706271002225164e-42,7.844661920157312e-41,HAL1M8:L1:LINE,1474.55361919519,-0.0046117586893,0.937661669518527,0.995278921297154,True,0.0589669832814014,-0.0782091677861801,L1,LINE,Not Significant,HAL1M8:L1:LINE,1474.48173704278,-0.0046996619781983,0.0587701740309241,-0.0799667868215847,0.936263671624021,0.9962736297742,HAL1M8,Not significant,both
HAL1,HAL1:TE,30.12728,0.219718,2.128959220161556e-199,9.273314400283417e-197,HAL1:L1:LINE,14824.0111914856,-0.0295473581597007,0.577649360801757,0.995278921297154,True,0.0530643225472736,-0.556821546781791,L1,LINE,Not Significant,HAL1:L1:LINE,14823.3428606721,-0.0296304450383195,0.0529223873688202,-0.5598848901472,0.575557955689602,0.9962736297742,HAL1,Not significant,both
GSATX,,,,,,,,,,,,,,,,,GSATX:centr:Satellite,4.85776291214945,-0.484027892857381,1.44953396912343,-0.333919661882837,0.738440182510811,0.9962736297742,GSATX,Not significant,right_only
HERV-Fc1_LTR1,,,,,,,,,,,,,,,,,HERV-Fc1_LTR1:ERV1:LTR,87.7737647744727,-0.0938563703436656,0.172097455335285,-0.545367566073605,0.58550074278997,0.9962736297742,HERV-Fc1_LTR1,Not significant,right_only
HERV1_LTRc,,,,,,,,,,,,,,,,,HERV1_LTRc:ERV1:LTR,66.2911046251469,-0.0845262074717319,0.260574214146118,-0.32438438987034,0.745647036439603,0.9962736297742,HERV1_LTRc,Not significant,right_only
HERV1_LTRd,,,,,,,,,,,,,,,,,HERV1_LTRd:ERV1:LTR,24.3980390122035,0.161723288994324,0.252728816917893,0.639908384673304,0.52223216250287,0.9962736297742,HERV1_LTRd,Not significant,right_only
HERV1_LTRe,,,,,,,,,,,,,,,,,HERV1_LTRe:ERV1:LTR,32.1599230578673,-0.232854746779204,0.249882776299816,-0.931855929517203,0.35141098575621,0.9962736297742,HERV1_LTRe,Not significant,right_only
HERVIP10B3-int,,,,,,,,,,,,,,,,,HERVIP10B3-int:ERV1:LTR,677.70722961069,0.135910292560822,0.0853416384153292,1.59254374634093,0.11126258180521,0.9962736297742,HERVIP10B3-int,Not significant,right_only
HERVI-int,,,,,,,,,,,,,,,,,HERVI-int:ERV1:LTR,119.17152176334,0.080996205930967,0.117194181778862,0.691128217301794,0.489484969116078,0.9962736297742,HERVI-int,Not significant,right_only
HERVH48-int,,,,,,,,,,,,,,,,,HERVH48-int:ERV1:LTR,610.815823797772,0.0912916220567122,0.209857395410908,0.435017416841374,0.66354978536992,0.9962736297742,HERVH48-int,Not significant,right_only
HERVH-int,HERVH-int:TE,3.3172183,0.10093831,0.0009091857225807,0.0064983536009904,HERVH-int:ERV1:LTR,11445.514986222,0.168713448836382,0.483175016435366,0.995278921297154,True,0.240604987832775,0.701205117799309,ERV1,LTR,Not Significant,HERVH-int:ERV1:LTR,11445.1253472466,0.168669579648314,0.240615144687171,0.700993197529628,0.483307260441766,0.9962736297742,HERVH-int,Not significant,both
HERVFH21-int,,,,,,,,,,,,,,,,,HERVFH21-int:ERV1:LTR,123.73377455793,0.385689473110358,0.300228949534582,1.28465117607165,0.198914206767891,0.9962736297742,HERVFH21-int,Not significant,right_only
HERVFH19-int,,,,,,,,,,,,,,,,,HERVFH19-int:ERV1:LTR,134.469738958668,0.152742022413179,0.189441215434011,0.806276617594783,0.420083369631927,0.9962736297742,HERVFH19-int,Not significant,right_only
HERVE_a-int,,,,,,,,,,,,,,,,,HERVE_a-int:ERV1:LTR,332.477184504352,-0.0794108569717035,0.0842953915073024,-0.942054548318032,0.346164713081728,0.9962736297742,HERVE_a-int,Not significant,right_only
HERVE-int,,,,,,,,,,,,,,,,,HERVE-int:ERV1:LTR,744.076819930126,0.238582187829213,0.0860197353820422,2.77357500310353,0.0055444057992181,0.9962736297742,HERVE-int,Not significant,right_only
HERV9NC-int,,,,,,,,,,,,,,,,,HERV9NC-int:ERV1:LTR,468.900488372951,0.084852673319568,0.0918838328878576,0.923477728918089,0.355758301274277,0.9962736297742,HERV9NC-int,Not significant,right_only
HERV9N-int,,,,,,,,,,,,,,,,,HERV9N-int:ERV1:LTR,461.649889562722,-0.187911566749127,0.126791965369304,-1.48204632842311,0.138327968259888,0.9962736297742,HERV9N-int,Not significant,right_only
HERV9-int,,,,,,,,,,,,,,,,,HERV9-int:ERV1:LTR,706.690049848298,0.0725286958952547,0.0769854866908374,0.942108688440452,0.34613699665376,0.9962736297742,HERV9-int,Not significant,right_only
HERV4_I-int,,,,,,,,,,,,,,,,,HERV4_I-int:ERV1:LTR,492.099433365353,0.0825890485278404,0.0676620294828498,1.22061145902776,0.22223316559578,0.9962736297742,HERV4_I-int,Not significant,right_only
HERV35I-int,,,,,,,,,,,,,,,,,HERV35I-int:ERV1:LTR,688.716035486967,0.0483955533991487,0.0881433390951595,0.54905514013828,0.582967609667899,0.9962736297742,HERV35I-int,Not significant,right_only
HERV30-int,,,,,,,,,,,,,,,,,HERV30-int:ERV1:LTR,122.185872327939,0.0783758350622637,0.122958040848708,0.63741935477567,0.523851724532293,0.9962736297742,HERV30-int,Not significant,right_only
HERV3-int,HERV3-int:TE,2.6791894,0.26706186,0.0073800630252126,0.0442553460141194,HERV3-int:ERV1:LTR,347.376655562297,0.0315954828792136,0.714535690631127,0.995278921297154,True,0.0863804171443433,0.365771362581139,ERV1,LTR,Not Significant,HERV3-int:ERV1:LTR,347.36309180336,0.0314704845248939,0.0862495765202305,0.364876974410562,0.715203242851941,0.9962736297742,HERV3-int,Not significant,both
Kanga11a,,,,,,,,,,,,,,,,,Kanga11a:TcMar-Tc2:DNA,756.845913265509,-0.11006925281438,0.0716601010023094,-1.53599075740673,0.12454064719394,0.9962736297742,Kanga11a,Not significant,right_only
Kanga1a,,,,,,,,,,,,,,,,,Kanga1a:TcMar-Tc2:DNA,678.524848904549,0.037221056698046,0.06299038883782,0.590900570464461,0.554587043748129,0.9962736297742,Kanga1a,Not significant,right_only
Kanga1b,,,,,,,,,,,,,,,,,Kanga1b:TcMar-Tc2:DNA,237.952690260027,0.0028553589109415,0.0866299113283165,0.0329604274916101,0.973706144769096,0.9962736297742,Kanga1b,Not significant,right_only
Kanga1c,,,,,,,,,,,,,,,,,Kanga1c:TcMar-Tc2:DNA,479.514932384043,-0.0953560995106784,0.0908474335047697,-1.04962898600401,0.29388872496121,0.9962736297742,Kanga1c,Not significant,right_only
L1MC3,L1MC3:TE,25.647463,0.27300346,4.51266849880024e-145,9.226411682410968e-143,L1MC3:L1:LINE,9155.61280272576,-0.0412381775163043,0.469548663830513,0.995278921297154,True,0.0570207438603402,-0.723213601304609,L1,LINE,Not Significant,L1MC3:L1:LINE,9155.21817587511,-0.0413097453350277,0.0569196860912727,-0.725754974628394,0.467988993626367,0.9962736297742,L1MC3,Not significant,both
L1MC2,L1MC2:TE,21.237877,0.37575963,4.267508990403324e-100,4.261128993573817e-98,L1MC2:L1:LINE,5068.30867291232,-0.0607516673278036,0.388799066257318,0.995278921297154,True,0.0704941483618359,-0.86179730856488,L1,LINE,Not Significant,L1MC2:L1:LINE,5068.06066796297,-0.0608441062381252,0.0704351476354974,-0.863831599430926,0.387680406300694,0.9962736297742,L1MC2,Not significant,both
L1MC1,L1MC1:TE,30.670366,0.2885456,1.4144060842143338e-206,6.856447558235777e-204,L1MC1:L1:LINE,12104.9331848716,-0.0580373059345516,0.320385534838474,0.995278921297154,True,0.0584072616246479,-0.993665929889441,L1,LINE,Not Significant,L1MC1:L1:LINE,12104.3963905216,-0.0581099977729782,0.0583072464814138,-0.99661708071743,0.318950411864757,0.9962736297742,L1MC1,Not significant,both
L1MC,L1MC:TE,11.30182,0.22459503,1.285272664296259e-29,3.7723505786546924e-28,L1MC:L1:LINE,4244.27844452382,-0.0212298323978047,0.700706943742219,0.995278921297154,True,0.0552333284971602,-0.384366341400125,L1,LINE,Not Significant,L1MC:L1:LINE,4244.07301392788,-0.021316206223143,0.0550664813644348,-0.387099478575187,0.698682563619829,0.9962736297742,L1MC,Not significant,both
L1MB8,L1MB8:TE,22.265099,0.18944652,8.054693213524404e-110,9.45639861454984e-108,L1MB8:L1:LINE,12605.989274921,-0.0345673735467968,0.547166083223318,0.995278921297154,True,0.057419732193826,-0.602012099779763,L1,LINE,Not Significant,L1MB8:L1:LINE,12605.3972772169,-0.0346545627434018,0.0572927408319441,-0.604868299896029,0.545266507600958,0.9962736297742,L1MB8,Not significant,both
L1MB7,L1MB7:TE,33.775646,0.24064015,4.4941370949364525e-250,3.650575415900408e-247,L1MB7:L1:LINE,21892.446292166,-0.0538464122136107,0.305721518224389,0.995278921297154,True,0.0525720206061353,-1.02424087171812,L1,LINE,Not Significant,L1MB7:L1:LINE,21891.4252429952,-0.0539198602777054,0.052413356713265,-1.02874274152449,0.30360057946615,0.9962736297742,L1MB7,Not significant,both
L1MC4,L1MC4:TE,25.506254,0.198893,1.6802167802114408e-143,3.3442990284274736e-141,L1MC4:L1:LINE,25195.0676519122,-0.0709217038877098,0.163540574073075,0.995278921297154,True,0.0509033500925788,-1.39326201043199,L1,LINE,Not Significant,L1MC4:L1:LINE,25193.8702041673,-0.0709969752195486,0.0507220016181696,-1.39972739550003,0.161594966807737,0.9962736297742,L1MC4,Not significant,both
L1MB5,L1MB5:TE,5.547373,0.088370785,2.8999415082198973e-08,3.464139190363632e-07,L1MB5:L1:LINE,6986.03151969187,-0.0098970171713079,0.867519935222817,0.995278921297154,True,0.05933125239796,-0.166809510524478,L1,LINE,Not Significant,L1MB5:L1:LINE,6985.68068408582,-0.0099877129158565,0.0591880132547082,-0.168745534216121,0.865996801193901,0.9962736297742,L1MB5,Not significant,both
L1MB3,L1MB3:TE,24.709068,0.22177282,8.544996198866284e-135,1.5378434775863843e-132,L1MB3:L1:LINE,12697.4232486178,-0.0470912775690651,0.383174785747688,0.995278921297154,True,0.0539999454146565,-0.872061577237887,L1,LINE,Not Significant,L1MB3:L1:LINE,12696.7892174793,-0.0471788212924435,0.0538191226280731,-0.876618179350142,0.380694061563879,0.9962736297742,L1MB3,Not significant,both
L1MB2,L1MB2:TE,14.886532,0.20541824,4.031486367675144e-50,1.841433476906937e-48,L1MB2:L1:LINE,8033.02020633335,-0.0621162314631993,0.325993596520026,0.995278921297154,True,0.0632409273404567,-0.982215695996951,L1,LINE,Not Significant,L1MB2:L1:LINE,8032.62031302019,-0.0622062210248412,0.0631303328280446,-0.985361841735881,0.324446365968378,0.9962736297742,L1MB2,Not significant,both
L1MB1,L1MB1:TE,20.137949,0.3283031,3.432650879931421e-90,2.981743416079158e-88,L1MB1:L1:LINE,4844.17122940756,-0.0273073885095269,0.692839291298528,0.995278921297154,True,0.0691317761902365,-0.395004873509724,L1,LINE,Not Significant,L1MB1:L1:LINE,4843.96331759054,-0.0273846313263451,0.0691027253722716,-0.396288730709507,0.691892039776806,0.9962736297742,L1MB1,Not significant,both
L1MA9,L1MA9:TE,15.755751,0.109928824,6.2710593520984e-56,3.232876309216422e-54,L1MA9:L1:LINE,10028.3986835218,-0.0334900464924886,0.628637187742117,0.995278921297154,True,0.0692449701334399,-0.483645908546872,L1,LINE,Not Significant,L1MA9:L1:LINE,10027.9955493141,-0.0335579196022202,0.0692432821014509,-0.484637911199143,0.627933216361741,0.9962736297742,L1MA9,Not significant,both
L1MA8,L1MA8:TE,14.466711,0.16369799,1.966527603988545e-47,8.615741565288009e-46,L1MA8:L1:LINE,6667.27034702796,-0.0297292868208973,0.673572718867056,0.995278921297154,True,0.0705740163990166,-0.421249750797966,L1,LINE,Not Significant,L1MA8:L1:LINE,6666.94488575714,-0.029811522274727,0.0705233616597427,-0.422718395339123,0.67250073266742,0.9962736297742,L1MA8,Not significant,both
L1MA7,L1MA7:TE,23.459187,0.31518897,1.0652471590180833e-121,1.5771430228713544e-119,L1MA7:L1:LINE,4576.0286610415,-0.034064870563046,0.646988253090492,0.995278921297154,True,0.0743855423391722,-0.457950153911926,L1,LINE,Not Significant,L1MA7:L1:LINE,4575.83137287902,-0.0341448020772416,0.0743874436804738,-0.459012978371838,0.646224846200897,0.9962736297742,L1MA7,Not significant,both
L1MB4,L1MB4:TE,22.474665,0.31668878,7.345677629388936e-112,8.938232435274675e-110,L1MB4:L1:LINE,7762.90463163318,-0.080872732863347,0.158978216430856,0.995278921297154,True,0.0574169624791315,-1.4085163925685,L1,LINE,Not Significant,L1MB4:L1:LINE,7762.52633129357,-0.0809395920054302,0.0572683155796996,-1.41333984047056,0.157555825033932,0.9962736297742,L1MB4,Not significant,both
L1MC4a,L1MC4a:TE,14.979381,0.17599778,1.0014625126639865e-50,4.659281086395683e-49,L1MC4a:L1:LINE,8689.80821329218,-0.0535413443020019,0.359646561917312,0.995278921297154,True,0.058448775535283,-0.916038767479079,L1,LINE,Not Significant,L1MC4a:L1:LINE,8689.41161729753,-0.0536250239242401,0.0583350617043842,-0.919258887493555,0.357960176344562,0.9962736297742,L1MC4a,Not significant,both
L1MC5,L1MC5:TE,10.4209175,0.12955111,1.9902299446568823e-25,5.22413633071289e-24,L1MC5:L1:LINE,14727.2222428181,-0.0573325512279515,0.345050403752979,0.995278921297154,True,0.0607186239742244,-0.944233374792712,L1,LINE,Not Significant,L1MC5:L1:LINE,14726.495933964,-0.0574265579317113,0.0605975178728618,-0.947671785042361,0.343296568993558,0.9962736297742,L1MC5,Not significant,both
L1MC5a,L1MC5a:TE,18.176003,0.20903532,7.995330066917788e-74,5.498847715359591e-72,L1MC5a:L1:LINE,16082.3120567773,-0.0623344598385366,0.27144955947508,0.995278921297154,True,0.0566815774950314,-1.09973050492465,L1,LINE,Not Significant,L1MC5a:L1:LINE,16081.5091105045,-0.0624207217137634,0.0565243881931691,-1.10431485787062,0.269456579862564,0.9962736297742,L1MC5a,Not significant,both
L1ME3B,L1ME3B:TE,14.999009,0.20861255,7.452319022790919e-51,3.4779417427015695e-49,L1ME3B:L1:LINE,6307.57903022162,-0.0494337656468724,0.321235113950516,0.995278921297154,True,0.0498362960154226,-0.991922947716146,L1,LINE,Not Significant,L1ME3B:L1:LINE,6307.30391607658,-0.0495045529162757,0.0496714995690807,-0.996638985046689,0.318939775707808,0.9962736297742,L1ME3B,Not significant,both
LTR79,LTR79:TE,3.325857,0.1658282,0.0008814714619798,0.0063107729370666,LTR79:ERVL:LTR,3443.71471177293,0.0123035178320617,0.804536276545843,0.995278921297154,True,0.0497150729979932,0.247480634948647,ERVL,LTR,Not Significant,LTR79:ERVL:LTR,3443.61459398657,0.0122597292551087,0.0496843463630774,0.24675235064015,0.80509988898558,0.9962736297742,LTR79,Not significant,both
L1ME3,L1ME3:TE,18.36399,0.28109214,2.551526832389481e-75,1.7917322183987348e-73,L1ME3:L1:LINE,7482.6928353059,-0.0649489995346357,0.185777819044553,0.995278921297154,True,0.0490857919263806,-1.32317310133341,L1,LINE,Not Significant,L1ME3:L1:LINE,7482.3718005108,-0.0650105276403787,0.048925124102623,-1.32877593736943,0.183921903126347,0.9962736297742,L1ME3,Not significant,both
L1ME2z,L1ME2z:TE,10.747869,0.21443269,6.064683845542422e-27,1.6585447950662189e-25,L1ME2z:L1:LINE,5934.36430280963,-0.0622681217998016,0.292361690648027,0.995278921297154,True,0.0591365550552433,-1.05295483887475,L1,LINE,Not Significant,L1ME2z:L1:LINE,5934.08218629242,-0.0623572239345777,0.0590053746701861,-1.0568058296914,0.29060021317998,0.9962736297742,L1ME2z,Not significant,both
L1ME2,L1ME2:TE,28.68738,0.31190604,5.482622431392787e-181,1.8107716173132992e-178,L1ME2:L1:LINE,10321.9404697643,-0.0564640899309163,0.299578245794657,0.995278921297154,True,0.0544317053410357,-1.03733824941083,L1,LINE,Not Significant,L1ME2:L1:LINE,10321.5238341397,-0.0565294035550935,0.0543375648903509,-1.04033744738406,0.298183152138471,0.9962736297742,L1ME2,Not significant,both
L1ME1,L1ME1:TE,37.56496,0.232136,8.02914351044815e-309,1.3406439344806619e-305,L1ME1:L1:LINE,25484.134734044,-0.0717690467779667,0.240560761366683,0.995278921297154,True,0.0611536154279855,-1.17358632479353,L1,LINE,Not Significant,L1ME1:L1:LINE,25482.9323258311,-0.0718609837200542,0.061053828966669,-1.17701027005669,0.23919140713965,0.9962736297742,L1ME1,Not significant,both
L1MDb,L1MDb:TE,4.791155,0.15055092,1.658242432856885e-06,1.685440524839827e-05,L1MDb:L1:LINE,439.092569473222,-0.023967487846459,0.727354519731342,0.995278921297154,True,0.0687443301363585,-0.348646758196902,L1,LINE,Not Significant,L1MDb:L1:LINE,439.07976467717,-0.0240560934275872,0.0686013749119865,-0.35066488767099,0.725839770379983,0.9962736297742,L1MDb,Not significant,both
L1MDa,L1MDa:TE,21.065725,0.22037217,1.6409569653660652e-98,1.6064808336832936e-96,L1MDa:L1:LINE,4427.20536127276,-0.0631065792395978,0.290065896738886,0.995278921297154,True,0.0596483431188573,-1.05797706926829,L1,LINE,Not Significant,L1MDa:L1:LINE,4426.99123796665,-0.0631893704317254,0.0595098985271636,-1.06182957786228,0.288313059569177,0.9962736297742,L1MDa,Not significant,both
L1MD3,L1MD3:TE,10.252768,0.20070867,1.150024779597803e-24,2.956714692113941e-23,L1MD3:L1:LINE,3549.87686582864,-0.106193929796136,0.0508401496369712,0.995278921297154,True,0.0543796011931738,-1.95282656485289,L1,LINE,Not Significant,L1MD3:L1:LINE,3549.72079330436,-0.106286137605852,0.0542247508477162,-1.96010375233154,0.0499836647609315,0.9962736297742,L1MD3,Not significant,both
L1MD2,L1MD2:TE,26.113617,0.2695783,2.553698426738188e-150,5.727716881762408e-148,L1MD2:L1:LINE,8621.2366811045,-0.0335945299666477,0.557375917354927,0.995278921297154,True,0.0572558945284792,-0.586743605061269,L1,LINE,Not Significant,L1MD2:L1:LINE,8620.8194984303,-0.0336802553366232,0.0571119376803951,-0.589723562262967,0.555375995775565,0.9962736297742,L1MD2,Not significant,both
L1MD1,L1MD1:TE,19.085693,0.22293535,3.320453565154577e-81,2.507443012580925e-79,L1MD1:L1:LINE,6544.62802799041,-0.0518880056638101,0.39367891061965,0.995278921297154,True,0.060832539734517,-0.852964645077415,L1,LINE,Not Significant,L1MD1:L1:LINE,6544.32660941296,-0.0519698001263731,0.0607294434300722,-0.855759532626286,0.392130803234741,0.9962736297742,L1MD1,Not significant,both
L1MD,L1MD:TE,13.508119,0.2057796,1.4005584797353172e-41,5.495272207368793e-40,L1MD:L1:LINE,4707.49992284031,-0.0862588437754915,0.151532270908464,0.995278921297154,True,0.0601467321616265,-1.4341401548416,L1,LINE,Not Significant,L1MD:L1:LINE,4707.27249134665,-0.0863548601694888,0.0600109267914961,-1.43898561122915,0.150154599528552,0.9962736297742,L1MD,Not significant,both
L1MCc,L1MCc:TE,9.186679,0.23281139,4.0515658173387924e-20,8.966849089846642e-19,L1MCc:L1:LINE,1528.89684693779,-0.0616375996191224,0.387851399291459,0.995278921297154,True,0.0713794352349098,-0.8635204161573,L1,LINE,Not Significant,L1MCc:L1:LINE,1528.82654202869,-0.0617202794600826,0.0713020278779392,-0.865617448717455,0.386699983670108,0.9962736297742,L1MCc,Not significant,both
L1MCb,L1MCb:TE,15.0855255,0.41605556,2.01663487173974e-51,9.514907546332477e-50,L1MCb:L1:LINE,677.533912347737,-0.0985700777774517,0.310985140405344,0.995278921297154,True,0.0972900257081074,-1.01315707401686,L1,LINE,Not Significant,L1MCb:L1:LINE,677.506977227597,-0.0986444345103872,0.0973518658947736,-1.01327728650841,0.310927733473496,0.9962736297742,L1MCb,Not significant,both
L1MCa,L1MCa:TE,20.225212,0.23435184,5.87374560791053e-91,5.14680537159624e-89,L1MCa:L1:LINE,4259.27386061399,-0.0821392167447225,0.155451543916061,0.995278921297154,True,0.0578226715680181,-1.42053652170153,L1,LINE,Not Significant,L1MCa:L1:LINE,4259.09061523624,-0.0822037388757278,0.0577151791863393,-1.42430015872124,0.154359601584105,0.9962736297742,L1MCa,Not significant,both
L1MA6,L1MA6:TE,20.226772,0.32742566,5.690758279415242e-91,5.001045031807751e-89,L1MA6:L1:LINE,4510.83240258228,-0.066998490567022,0.372054539255617,0.995278921297154,True,0.0750572770888315,-0.892631509769908,L1,LINE,Not Significant,L1MA6:L1:LINE,4510.62977552606,-0.0670839891524664,0.0750763674514859,-0.89354335365008,0.371566266169807,0.9962736297742,L1MA6,Not significant,both
GSATII,,,,,,,,,,,,,,,,,GSATII:centr:Satellite,9.66788181283192,0.378904084657961,0.548180366072255,0.691203312101146,0.489437782754708,0.9962736297742,GSATII,Not significant,right_only
