TE_name,scTE_logFC,scTE_pval,scTE_padj,soloTE_logFC,soloTE_pval,soloTE_padj,TE_family,TE_class,_merge,scTE_significant,soloTE_significant,scTE_direction,soloTE_direction,agreement,logFC_pearson_r,logFC_spearman_r
AluYg6,-0.18812244,5.882298092186678e-23,1.1409655039429958e-20,-0.3427772,3.60069073068145e-38,4.818702163035422e-37,Alu,SINE,both,True,True,Down,Down,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
AluYh3,-0.0034268063,0.6830771695472302,1.0,-0.15397236,1.270638727913499e-23,1.252156710052939e-22,Alu,SINE,both,False,True,Down,Down,Only_soloTE_significant,0.9937739085763165,0.9353183055874946
AluYh3a3,0.080640726,0.0002809330880156,0.0093076355881893,-0.016634142,0.8348958209394215,0.8978292233890132,Alu,SINE,both,True,False,Up,Down,Only_scTE_significant,0.9937739085763165,0.9353183055874946
AluYh7,-0.024592986,0.106354990017876,1.0,-0.021157198,0.1729045328998312,0.2592372249839793,Alu,SINE,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
AluYh9,-0.017214293,0.3869335472296773,1.0,-0.034524098,0.1883770796605482,0.2795373624031983,Alu,SINE,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
AluYi6,-0.06556,0.603079280563398,1.0,-0.18196794,7.924867687221227e-11,4.880998052811256e-10,Alu,SINE,both,False,True,Down,Down,Only_soloTE_significant,0.9937739085763165,0.9353183055874946
AluYi6_4d,,,,-0.08706313,0.3954201550722149,0.5189291139204371,Alu,SINE,right_only,False,False,None,Down,Missing_data,0.9937739085763165,0.9353183055874946
AluYj4,-0.1347743,5.485004375070282e-36,1.7991675869242315e-33,-0.20153487,4.597492873116106e-73,1.3114953353836474e-71,Alu,SINE,both,True,True,Down,Down,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
AluYk11,-0.004443661,0.8401405144638829,1.0,-0.11494522,1.2476129608793175e-06,5.453276006424113e-06,Alu,SINE,both,False,True,Down,Down,Only_soloTE_significant,0.9937739085763165,0.9353183055874946
AluYk12,0.0557285,0.0369218194426618,0.578731275932502,-0.038095266,0.3772873042684042,0.5013491016062266,Alu,SINE,both,False,False,Up,Down,Neither_significant,0.9937739085763165,0.9353183055874946
AluYk2,0.013972198,0.4029696220180686,1.0,-0.14455825,1.3792394338334972e-18,1.1960764370204088e-17,Alu,SINE,both,False,True,Up,Down,Only_soloTE_significant,0.9937739085763165,0.9353183055874946
AluYk3,0.045998644,0.0142675390406763,0.2685924244102803,-0.13541009,5.462651268246453e-21,5.149142586764482e-20,Alu,SINE,both,False,True,Up,Down,Only_soloTE_significant,0.9937739085763165,0.9353183055874946
AluYk4,-0.031697832,0.0507795175970132,0.7414494952167147,-0.20855704,1.0198985096462134e-41,1.4546973479690727e-40,Alu,SINE,both,False,True,Down,Down,Only_soloTE_significant,0.9937739085763165,0.9353183055874946
AluYm1,-0.023277324,0.0006116389630413,0.0183611847980376,-0.1877368,1.2190994771067788e-104,6.292875396113086e-103,Alu,SINE,both,True,True,Down,Down,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
AmnSINE1,0.0630016,0.0017674113756298,0.0461567695267126,0.06864856,0.0029217390500969,0.007165531969016,Unknown,Unknown,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
AmnSINE2,0.047189526,0.0119385397634184,0.2316090928628523,0.053437207,0.0146792151944776,0.0303090843253594,Unknown,Unknown,both,False,True,Up,Up,Only_soloTE_significant,0.9937739085763165,0.9353183055874946
Arthur1,0.16831312,3.80346163741475e-14,4.316860055175208e-12,0.17109282,1.2720359139427338e-13,8.953811238402101e-13,Unknown,Unknown,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
Arthur1A,0.12863375,2.018469464716805e-07,1.1485842909534291e-05,0.1424287,5.512080590031637e-07,2.5105442687370987e-06,Unknown,Unknown,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
Arthur1B,0.021836212,0.1018758697645089,1.0,0.0094856,0.4743883267895918,0.5951816507406453,Unknown,Unknown,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
Arthur1C,0.14354242,2.6548301196467372e-05,0.0010906738480392,0.19542389,2.281871611695224e-06,9.47719857117863e-06,Unknown,Unknown,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
BLACKJACK,0.19245861,5.975030565601479e-19,9.288874440831224e-17,0.2011658,6.207741859842619e-19,5.515731291860163e-18,Unknown,Unknown,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
BSR/Beta,-0.090842046,0.988536043965141,1.0,,,,,,left_only,False,False,Down,None,Missing_data,0.9937739085763165,0.9353183055874946
CER,-0.24759518,0.8906366311762275,1.0,,,,,,left_only,False,False,Down,None,Missing_data,0.9937739085763165,0.9353183055874946
CR1,0.5872113,0.4138447609381044,1.0,,,,,,left_only,False,False,Up,None,Missing_data,0.9937739085763165,0.9353183055874946
CR1-11_Crp,,,,-0.021668322,0.8829697472845981,0.9274604709849849,Unknown,Unknown,right_only,False,False,None,Down,Missing_data,0.9937739085763165,0.9353183055874946
CR1-12_AMi,,,,-0.07131589,0.6163260843020848,0.730960038712757,Unknown,Unknown,right_only,False,False,None,Down,Missing_data,0.9937739085763165,0.9353183055874946
CR1-13_AMi,,,,0.31743512,0.190113926086164,0.2812258297564834,Unknown,Unknown,right_only,False,False,None,Up,Missing_data,0.9937739085763165,0.9353183055874946
CR1-16_AMi,,,,0.12123589,0.0001799443075878,0.0005788119567514,Unknown,Unknown,right_only,False,True,None,Up,Missing_data,0.9937739085763165,0.9353183055874946
CR1-3_Croc,,,,0.13967054,1.3434898178602793e-07,6.589787160907434e-07,Unknown,Unknown,right_only,False,True,None,Up,Missing_data,0.9937739085763165,0.9353183055874946
CR1-8_Crp,,,,0.8960047,0.008684152923406,0.018864973484914,Unknown,Unknown,right_only,False,True,None,Up,Missing_data,0.9937739085763165,0.9353183055874946
CR1-L3A_Croc,,,,0.041164882,0.0756758494781119,0.1273798460159524,Unknown,Unknown,right_only,False,False,None,Up,Missing_data,0.9937739085763165,0.9353183055874946
CR1-L3B_Croc,,,,0.2913228,0.5420185269783979,0.6594254581869622,Unknown,Unknown,right_only,False,False,None,Up,Missing_data,0.9937739085763165,0.9353183055874946
CR1_Mam,,,,0.16119203,2.8489990196270602e-15,2.1298723705349885e-14,Unknown,Unknown,right_only,False,True,None,Up,Missing_data,0.9937739085763165,0.9353183055874946
CRP1,,,,-2.343264,0.982500036796175,0.9931907956699794,Unknown,Unknown,right_only,False,False,None,Down,Missing_data,0.9937739085763165,0.9353183055874946
Chap1_Mam,,,,-0.021133749,0.6843691962300171,0.7934291002281696,Unknown,Unknown,right_only,False,False,None,Down,Missing_data,0.9937739085763165,0.9353183055874946
Charlie1,0.13624443,9.391191609978425e-16,1.1697167903712888e-13,0.18689956,9.588476449063095e-27,1.0393908470784396e-25,Unknown,Unknown,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
Charlie10,0.058444615,0.0008848205526984,0.0253706601588597,0.038616806,0.0314792694486677,0.0590372458172246,Unknown,Unknown,both,True,False,Up,Up,Only_scTE_significant,0.9937739085763165,0.9353183055874946
Charlie10a,0.1103684,0.0506634008443593,0.740922671872072,0.10273496,0.0736177079265213,0.1250808705209234,Unknown,Unknown,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
Charlie10b,0.12046448,0.006452572720713,0.1380669854936456,0.1393321,0.0032544606600323,0.0078570943329066,Unknown,Unknown,both,False,True,Up,Up,Only_soloTE_significant,0.9937739085763165,0.9353183055874946
Charlie11,0.05046123,0.0929556571771463,1.0,0.08124997,0.1023321359083247,0.1653174893064441,Unknown,Unknown,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
Charlie12,0.044890653,0.9331760839371076,1.0,0.022419117,0.6332454260324296,0.7477538581907993,Unknown,Unknown,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
Charlie13a,0.077783614,0.0001308217067146,0.0046331886644305,0.08762059,0.0002725107653445,0.0008429478534107,Unknown,Unknown,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
Charlie13b,0.023349004,0.0507420750189067,0.7414494952167147,0.040138718,0.0370777983249406,0.0681225989563317,Unknown,Unknown,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
Charlie14a,0.1959428,1.2084366694788754e-10,1.0054417766204652e-08,0.20491394,2.5066090106811477e-10,1.4929473448232772e-09,Unknown,Unknown,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
Charlie15a,-0.09983276,5.801329237988266e-08,3.5738355760983565e-06,-0.07375077,5.3813884505025695e-05,0.0001857778688007,Unknown,Unknown,both,True,True,Down,Down,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
Charlie15b,0.14063458,7.59372559688425e-12,7.132751159975939e-10,0.16923252,1.300753563561205e-15,1.0000119595037916e-14,Unknown,Unknown,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
Charlie16a,0.029253358,0.0563620474832359,0.8041764146828092,0.05249343,0.0124934408283058,0.0259940304373965,Unknown,Unknown,both,False,True,Up,Up,Only_soloTE_significant,0.9937739085763165,0.9353183055874946
Charlie17,0.12682883,3.2944317128461355e-06,0.0001556556872108,0.1495748,5.266279266922288e-07,2.408711698457283e-06,Unknown,Unknown,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
Charlie17a,0.057312276,0.0008274626255765,0.0239120668611606,0.08313886,0.0003804763314102,0.0011330668770569,Unknown,Unknown,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
Charlie17b,0.14342143,0.0010411328344764,0.029262088281957,0.1609685,0.0003765084082697,0.0011274450678574,Unknown,Unknown,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
Charlie18a,0.029610226,0.1007865097070409,1.0,0.045079473,0.0228158198975937,0.0445627905747597,Unknown,Unknown,both,False,True,Up,Up,Only_soloTE_significant,0.9937739085763165,0.9353183055874946
Charlie19a,0.017905187,0.1964920364243618,1.0,0.04812827,0.0264884979072159,0.0507306214336079,Unknown,Unknown,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
Charlie1a,0.068754196,8.383309267080805e-12,7.839144908834021e-10,0.062936686,2.2556741793517307e-17,1.8247394107591611e-16,Unknown,Unknown,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
Charlie1b,0.03237118,0.0273775705477217,0.4576393202735638,0.049743015,0.0002935331469762,0.0009039486685292,Unknown,Unknown,both,False,True,Up,Up,Only_soloTE_significant,0.9937739085763165,0.9353183055874946
Charlie20a,0.06862574,0.0002064761526981,0.0070113482074221,0.06542819,0.0019074458063238,0.0048765831463562,Unknown,Unknown,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
Charlie21a,0.085318394,4.634393393712666e-05,0.0018158524658437,0.09741221,3.418513438984843e-05,0.0001231119125534,Unknown,Unknown,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
Charlie22a,0.07300824,0.000384788941847,0.0122310563143892,0.08551117,0.0003689855398118,0.0011079787400444,Unknown,Unknown,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
Charlie23a,0.10181299,1.4197194022430104e-05,0.0006092557781267,0.10520537,4.057288480334537e-05,0.0001442000233666,Unknown,Unknown,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
Charlie24,0.13314086,3.241310498794106e-09,2.3102541986342386e-07,0.12113019,4.109576296190297e-07,1.8956513638596944e-06,Unknown,Unknown,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
Charlie25,0.044897962,0.0077610314243697,0.1615403255043809,0.07479399,0.0016232443025157,0.0041995150929046,Unknown,Unknown,both,False,True,Up,Up,Only_soloTE_significant,0.9937739085763165,0.9353183055874946
Charlie26a,0.08011345,0.0006238966686206,0.0186576373201693,0.110195145,0.0002456136864963,0.0007672773376427,Unknown,Unknown,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
Charlie29a,0.07509182,0.0001447716288875,0.0050755944719824,0.1013787,8.540459190271395e-07,3.816219950798869e-06,Unknown,Unknown,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
Charlie2a,0.06536518,0.0005429387264618,0.0164565332131417,0.058863763,0.0025155191893072,0.0062685581636989,Unknown,Unknown,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
Charlie2b,0.08974686,3.5388953167245035e-10,2.7610875527784173e-08,0.08429018,3.6895176919584206e-11,2.3118133977357967e-10,Unknown,Unknown,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
Charlie3,0.03470165,0.0060224932073694,0.1302434318035559,0.08305428,0.0014998513639933,0.0039462108703126,Unknown,Unknown,both,False,True,Up,Up,Only_soloTE_significant,0.9937739085763165,0.9353183055874946
Charlie30a,0.092740305,5.557066578599444e-06,0.0002522867958085,0.14184101,1.1395952064382081e-07,5.640736090315148e-07,Unknown,Unknown,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
Charlie4,-0.09790648,0.9607564310640272,1.0,-0.12894756,0.7021446938803264,0.8045717211059977,Unknown,Unknown,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
Charlie4a,0.031431373,0.0366969974349422,0.5765054128125799,0.038044553,0.0109753150924033,0.0231915040159166,Unknown,Unknown,both,False,True,Up,Up,Only_soloTE_significant,0.9937739085763165,0.9353183055874946
Charlie4z,0.019718613,0.1196214624645263,1.0,0.03499605,0.0007277524677836,0.0020336351979411,Unknown,Unknown,both,False,True,Up,Up,Only_soloTE_significant,0.9937739085763165,0.9353183055874946
Charlie5,0.14963225,1.4160984080856715e-16,1.9038622610509747e-14,0.15404586,9.260502978351356e-18,7.662889487429672e-17,Unknown,Unknown,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
Charlie6,0.0386879,0.0760957122923134,1.0,0.042041976,0.1144028710844077,0.182103835911157,Unknown,Unknown,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
Charlie7,0.113933936,1.474696958810776e-13,1.604014568862047e-11,0.11963463,1.4470193027971717e-15,1.1046260029803762e-14,Unknown,Unknown,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
Charlie7a,0.07276835,0.0001745774406715,0.0060228255702159,0.09058552,0.0001063875954501,0.000354843549132,Unknown,Unknown,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
Charlie8,-0.07888296,4.600401298880989e-07,2.499737569611386e-05,-0.056349453,0.0003404917608719,0.0010338741422554,Unknown,Unknown,both,True,True,Down,Down,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
Charlie9,0.09074306,2.72446570913086e-05,0.0011148955006058,0.09523626,0.0001197768330652,0.0003946446414672,Unknown,Unknown,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
Cheshire,0.12726371,3.137112943621842e-09,2.2513546738929214e-07,0.14331855,1.4893229768844495e-10,8.969033927459685e-10,Unknown,Unknown,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
Chompy-6_Croc,,,,-0.2523907,0.9682825668635237,0.9899637880388172,Unknown,Unknown,right_only,False,False,None,Down,Missing_data,0.9937739085763165,0.9353183055874946
Chompy-7_Croc,,,,0.34901795,0.8304598478356422,0.896631947264777,Unknown,Unknown,right_only,False,False,None,Up,Missing_data,0.9937739085763165,0.9353183055874946
D20S16,-0.08372448,0.9458672868023592,1.0,,,,,,left_only,False,False,Down,None,Missing_data,0.9937739085763165,0.9353183055874946
DNA1_Mam,,,,0.36262128,5.800066454744615e-07,2.6206395487087106e-06,Unknown,Unknown,right_only,False,True,None,Up,Missing_data,0.9937739085763165,0.9353183055874946
ERV24B_Prim-int,,,,0.10424476,0.0010583142099526,0.0028824437276098,Unknown,Unknown,right_only,False,True,None,Up,Missing_data,0.9937739085763165,0.9353183055874946
ERV24_Prim-int,,,,0.1961504,0.0011752385085538,0.0031611874522887,Unknown,Unknown,right_only,False,True,None,Up,Missing_data,0.9937739085763165,0.9353183055874946
ERV3-16A3_I-int,,,,-0.023795916,0.5620651677222588,0.6786652404179804,Unknown,Unknown,right_only,False,False,None,Down,Missing_data,0.9937739085763165,0.9353183055874946
ERV3-16A3_LTR,,,,-0.10892838,0.7989563790861195,0.870420819024476,LTR,LTR,right_only,False,False,None,Down,Missing_data,0.9937739085763165,0.9353183055874946
ERVL-B4-int,0.075675994,0.0001009897756637,0.0036816719776127,0.08064556,4.203606218772853e-05,0.000148427007855,Unknown,Unknown,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
ERVL-E-int,0.038275182,0.0075221512884996,0.1576682169206396,0.05451862,3.338547028532221e-05,0.0001206328326309,Unknown,Unknown,both,False,True,Up,Up,Only_soloTE_significant,0.9937739085763165,0.9353183055874946
ERVL-int,0.07559795,0.0007725419572496,0.022511872634255,0.08666243,0.0010796195036594,0.0029331016089395,Unknown,Unknown,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
ERVL47-int,-0.3318117,0.3295060870210584,1.0,-0.25191754,0.7806591079002533,0.857380418403115,Unknown,Unknown,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
Eulor1,0.012193873,0.7038097684750968,1.0,0.04736508,0.7237693206159754,0.8181083874324477,Unknown,Unknown,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
Eulor10,,,,0.15843377,0.804790306207147,0.8732659578864338,Unknown,Unknown,right_only,False,False,None,Up,Missing_data,0.9937739085763165,0.9353183055874946
Eulor11,0.45639813,0.1003564444102089,1.0,0.47208697,0.0849282688386773,0.1403387857029363,Unknown,Unknown,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
Eulor12,,,,0.34952426,0.4423518654901103,0.5641287319897407,Unknown,Unknown,right_only,False,False,None,Up,Missing_data,0.9937739085763165,0.9353183055874946
Eulor2A,,,,0.35927516,0.1242110382378733,0.1955885976434123,Unknown,Unknown,right_only,False,False,None,Up,Missing_data,0.9937739085763165,0.9353183055874946
Eulor2B,,,,0.3761713,0.7651288408496778,0.846326187225562,Unknown,Unknown,right_only,False,False,None,Up,Missing_data,0.9937739085763165,0.9353183055874946
Eulor2C,,,,0.61391145,0.2982690546854456,0.4124026215293661,Unknown,Unknown,right_only,False,False,None,Up,Missing_data,0.9937739085763165,0.9353183055874946
Eulor3,,,,0.26051694,0.9302791206511312,0.9604024445579296,Unknown,Unknown,right_only,False,False,None,Up,Missing_data,0.9937739085763165,0.9353183055874946
Eulor5A,,,,0.29349655,0.0053466237279896,0.0123576548425175,Unknown,Unknown,right_only,False,True,None,Up,Missing_data,0.9937739085763165,0.9353183055874946
Eulor5B,,,,0.43977457,0.7839394312243011,0.8599912013115578,Unknown,Unknown,right_only,False,False,None,Up,Missing_data,0.9937739085763165,0.9353183055874946
Eulor6A,,,,1.2114495,0.7411927163527464,0.8334573698406402,Unknown,Unknown,right_only,False,False,None,Up,Missing_data,0.9937739085763165,0.9353183055874946
Eulor6B,,,,0.09448895,0.7200571747090632,0.8172380131103143,Unknown,Unknown,right_only,False,False,None,Up,Missing_data,0.9937739085763165,0.9353183055874946
Eulor6C,,,,-0.07478817,0.9927288754481725,0.9964056490609432,Unknown,Unknown,right_only,False,False,None,Down,Missing_data,0.9937739085763165,0.9353183055874946
Eulor6D,,,,0.010182696,0.6493128907046279,0.7609245119176397,Unknown,Unknown,right_only,False,False,None,Up,Missing_data,0.9937739085763165,0.9353183055874946
Eulor6E,,,,0.36786485,0.6026453582472147,0.7210458811699566,Unknown,Unknown,right_only,False,False,None,Up,Missing_data,0.9937739085763165,0.9353183055874946
Eulor7,,,,0.20556322,0.8702399211034044,0.9187219404712595,Unknown,Unknown,right_only,False,False,None,Up,Missing_data,0.9937739085763165,0.9353183055874946
Eulor8,0.1757527,0.5656310815959917,1.0,0.18995117,0.5026689268404476,0.623447501939411,Unknown,Unknown,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
Eulor9A,0.08168185,0.0689112182682011,0.9383498422719246,0.08766629,0.0658374748856079,0.1136430298980875,Unknown,Unknown,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
Eulor9B,0.3484045,0.8981178331713057,1.0,0.25230527,0.91895338373244,0.9523379234856262,Unknown,Unknown,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
Eulor9C,-0.1776206,0.7465086989583303,1.0,-0.15922618,0.685605311905646,0.7940129894291883,Unknown,Unknown,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
FAM,-0.07534869,7.110971208338279e-14,7.927214540455541e-12,-0.06406738,1.9589984825504266e-07,9.438019355931832e-07,Unknown,Unknown,both,True,True,Down,Down,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
FLAM_A,,,,-0.059272237,3.254750828198978e-13,2.233006264409932e-12,Unknown,Unknown,right_only,False,True,None,Down,Missing_data,0.9937739085763165,0.9353183055874946
FLAM_C,,,,-0.084741406,5.030149254529611e-55,1.0288078852660563e-53,Unknown,Unknown,right_only,False,True,None,Down,Missing_data,0.9937739085763165,0.9353183055874946
FRAM,-0.06313429,1.6399928421241427e-16,2.190771674881016e-14,-0.06233727,1.1539155447687606e-09,6.6182246059753275e-09,Unknown,Unknown,both,True,True,Down,Down,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
FordPrefect,0.11134048,0.0307292571335678,0.500292335599525,0.13520546,0.0349297046766954,0.064503918006027,Unknown,Unknown,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
FordPrefect_a,,,,0.03969882,0.5237771495331898,0.6422787670746355,Unknown,Unknown,right_only,False,False,None,Up,Missing_data,0.9937739085763165,0.9353183055874946
GSAT,0.0577865,0.9989247411438804,1.0,,,,,,left_only,False,False,Up,None,Missing_data,0.9937739085763165,0.9353183055874946
GSATII,-0.36091018,2.1875296487768795e-10,1.7548133165879675e-08,,,,,,left_only,True,False,Down,None,Missing_data,0.9937739085763165,0.9353183055874946
GSATX,0.12813106,0.8385839581761902,1.0,,,,,,left_only,False,False,Up,None,Missing_data,0.9937739085763165,0.9353183055874946
HAL1,0.1084798,3.139577972672712e-137,5.785226457821119e-134,0.11066877,4.0408885568050294e-212,8.760646391153304e-210,Unknown,Unknown,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
HAL1M8,0.18388589,2.4350727987481413e-29,6.006289209227158e-27,0.18979745,2.7172045905653198e-33,3.3094941305312426e-32,Unknown,Unknown,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
HAL1ME,0.17118032,2.975228286870314e-72,2.4853470320094944e-69,0.18248019,4.310051638577316e-91,1.796959990853004e-89,Unknown,Unknown,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
HAL1b,0.14268295,9.502988638161056e-28,2.1808488687524847e-25,0.14901045,5.477005944936973e-34,6.746675504899635e-33,Unknown,Unknown,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
HERV-Fc1-int,0.091904834,0.3181228670066718,1.0,0.09998383,0.3074211765151283,0.4239752612498716,Unknown,Unknown,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
HERV-Fc1_LTR1,,,,-0.23595025,0.9900969623273226,0.9956077060879572,LTR,LTR,right_only,False,False,None,Down,Missing_data,0.9937739085763165,0.9353183055874946
HERV-Fc1_LTR2,,,,1.3839937,0.7854163185409984,0.8599912013115578,LTR,LTR,right_only,False,False,None,Up,Missing_data,0.9937739085763165,0.9353183055874946
HERV-Fc1_LTR3,,,,0.85866445,0.8364318897495175,0.8978292233890132,LTR,LTR,right_only,False,False,None,Up,Missing_data,0.9937739085763165,0.9353183055874946
HERV-Fc2-int,-0.35529646,0.9967613043140782,1.0,0.4728744,0.9780783185391644,0.9931907956699794,Unknown,Unknown,both,False,False,Down,Up,Neither_significant,0.9937739085763165,0.9353183055874946
HERV-Fc2_LTR,,,,0.0,1.0,1.0,LTR,LTR,right_only,False,False,None,None,Missing_data,0.9937739085763165,0.9353183055874946
HERV15-int,0.061168015,0.1856403080550415,1.0,0.14671488,0.1226683793606568,0.1941204718641636,Unknown,Unknown,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
HERV16-int,0.12813129,8.530365991666528e-05,0.0031548757954185,0.07842458,0.0015979556081756,0.004143980572398,Unknown,Unknown,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
HERV17-int,-0.14931919,0.0097062503376762,0.1943364626061425,-0.15477425,0.0005337350496886,0.0015511227717493,Unknown,Unknown,both,False,True,Down,Down,Only_soloTE_significant,0.9937739085763165,0.9353183055874946
HERV1_I-int,,,,-0.074357025,0.6162184557495746,0.730960038712757,Unknown,Unknown,right_only,False,False,None,Down,Missing_data,0.9937739085763165,0.9353183055874946
HERV1_LTRa,,,,-0.12723123,0.8653507652239861,0.9178475826837584,LTR,LTR,right_only,False,False,None,Down,Missing_data,0.9937739085763165,0.9353183055874946
HERV1_LTRb,,,,0.63762236,0.8746769704004068,0.9223247431070436,LTR,LTR,right_only,False,False,None,Up,Missing_data,0.9937739085763165,0.9353183055874946
HERV1_LTRc,,,,0.014056557,0.59188517740997,0.7121015896919063,LTR,LTR,right_only,False,False,None,Up,Missing_data,0.9937739085763165,0.9353183055874946
HERV1_LTRd,,,,-0.30818334,0.8900695314818403,0.9302574356740608,LTR,LTR,right_only,False,False,None,Down,Missing_data,0.9937739085763165,0.9353183055874946
HERV1_LTRe,,,,0.5319832,0.6047844059341846,0.7228073826159384,LTR,LTR,right_only,False,False,None,Up,Missing_data,0.9937739085763165,0.9353183055874946
HERV3-int,0.082982056,0.0076359090105257,0.1595721599127575,0.06457369,0.0172106186881231,0.0347417330687626,Unknown,Unknown,both,False,True,Up,Up,Only_soloTE_significant,0.9937739085763165,0.9353183055874946
HERV30-int,-0.2011824,0.6647053794874379,1.0,-0.2220441,0.6082809145877828,0.7253867012245946,Unknown,Unknown,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
HERV35I-int,0.010494589,0.0440710175396887,0.6645230613427286,0.025911665,0.0479690538273594,0.0851038532714527,Unknown,Unknown,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
HERV4_I-int,,,,0.142941,1.2548405420901852e-06,5.46283995030426e-06,Unknown,Unknown,right_only,False,True,None,Up,Missing_data,0.9937739085763165,0.9353183055874946
HERV9-int,-0.17126495,0.3322303902906065,1.0,-0.14136168,0.3904073583412246,0.5135941461673392,Unknown,Unknown,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
HERV9N-int,-0.309595,0.0026005666558294,0.064449407260431,-0.28182903,0.0024995812600836,0.006257612207692,Unknown,Unknown,both,False,True,Down,Down,Only_soloTE_significant,0.9937739085763165,0.9353183055874946
HERV9NC-int,-0.016562603,0.1504942072355306,1.0,-1.0050759e-05,0.1752681074920946,0.2620560393399043,Unknown,Unknown,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
