,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,feature_type
L1ME4b,41650.02738977776,0.0839564328666939,0.06481677456104427,1.2952886569143292,0.19522067071791327,0.515931171343434,TE
L1ME4c,16601.182743626185,0.14094757146874815,0.06345776007229614,2.221124277128115,0.026342545144285148,0.27403886424567586,TE
L1ME5,5292.621591834371,0.34085515977387376,0.14805040381792575,2.302291320954867,0.021318748944928172,0.2599396242476962,TE
L1MEa,650.0950047339343,0.18182405361486204,0.09769447755776586,1.8611497615855626,0.06272303063808661,0.35669298837266245,TE
L1MEb,3183.0616237147888,0.14542595373344516,0.06764483008849946,2.149845798166467,0.03156741418213727,0.2882391891321698,TE
L1MEc,45867.968918622,0.19874708598358568,0.08710823603776138,2.2816107296378827,0.022512332683461866,0.2631738445292316,TE
L1MEd,50897.38248949777,0.26205775686585564,0.09531835935926457,2.7492894194510145,0.005972462521320163,0.18375062943823736,TE
L1MEf,33131.8362213893,0.23643818948244036,0.09314909337253148,2.538276873365287,0.011139981322006375,0.21961707604791703,TE
L1MEg,34893.44814246034,0.21548717380622337,0.0912189975998021,2.3623058735156595,0.018161650497588742,0.2501887384392192,TE
L1MEg1,1379.8059890154698,0.3294650963761206,0.11514761380654956,2.8612411971439458,0.004219858764474765,0.16899176648416137,TE
L1MEg2,995.8433580767992,0.3274386514125429,0.09656702940876516,3.3907913851890954,0.0006969112708024959,0.12329024131683185,TE
L1MEh,4183.286233187238,0.23715924722911913,0.08878329692147081,2.6712146929944205,0.007557729055577045,0.19563319279680375,TE
L1MEi,12240.284523366228,0.1964513448184763,0.09372218368802389,2.0961029404992346,0.03607306023060359,0.3000443663321074,TE
L1MEj,5275.599441006397,0.17160738710865361,0.09510594537755492,1.8043812763481883,0.07117155623638595,0.36753574750086626,TE
L1P,79.21794286362308,0.3942357096521064,0.2050195363115122,1.922917770397715,0.05449037765064743,0.3417429616753686,TE
L1P1,10009.828408445788,0.16237416361121434,0.14043517891426324,1.1562214315997348,0.24759059573887296,0.5639415400480142,TE
L1P2,7567.038017997775,0.12755758481130636,0.1368724912997549,0.931944641322787,0.3513651354190397,0.6511876409537475,TE
L1P3,8817.760448568588,0.09011462882071562,0.11230059267658214,0.802441257636453,0.42229775542896125,0.7072679783567731,TE
L1P3b,130.91261554753655,0.08805566645905627,0.25811225066471294,0.3411526040793791,0.7329887016379067,0.8873266218133746,TE
L1P4,6325.537103542609,0.20269057586029562,0.0970809635737312,2.0878508865062497,0.03681128765562135,0.3015763239910773,TE
L1P4a,2070.02556611368,0.16162444778721408,0.16881457396233984,0.9574081431101453,0.3383612899135108,0.6411109304831228,TE
L1P4b,67.56340781399771,-0.06148210661953236,0.18772038422652843,-0.3275196078084938,0.7432749151399765,0.8928996860714064,TE
L1P4c,8.63644026897057,0.13475677193885258,0.4116048167008675,0.32739357381424095,0.7433702262519268,,TE
L1P4d,384.808186885952,0.582865126921769,0.28000726423382793,2.0816071630021393,0.037378366601278176,0.30227722555816267,TE
L1P4e,241.60738546675645,0.24267260242668412,0.21059205158364191,1.1523350506431655,0.24918341904652236,0.5651571098347681,TE
L1P5,528.7185917581817,0.1962329058562774,0.09550316990528587,2.0547266237433695,0.03990541691462307,0.308929767756642,TE
L1PA10,26772.377972663155,0.10406996661974051,0.1287299534813282,0.8084362947807284,0.4188394652653849,0.7040944936914031,TE
L1PA11,13026.867956933458,0.06089054113092777,0.10741489493129547,0.5668724171808246,0.5708008653302734,0.8025694293294985,TE
L1PA12,6371.964467449439,0.22988120814623778,0.1812028395986302,1.2686402081525412,0.2045694167742189,0.5252288400000651,TE
L1PA13,21593.105965849532,0.17257785287592428,0.11791837107824422,1.4635366084001533,0.14332060403881314,0.4631634964497552,TE
L1PA14,8632.219358177545,0.17677431082329098,0.11668143930607046,1.515016543116075,0.12976821473244665,0.4473583193602462,TE
L1PA15,22547.51686323533,0.23334568067289702,0.14170504773866113,1.6466998487114142,0.09961975533817602,0.40856709784264594,TE
L1PA15-16,2293.3316606412204,0.13084218218792143,0.12562887926339358,1.0414976473172035,0.2976446445398296,0.6077467104929506,TE
L1PA16,37896.13781158451,0.18321365699104264,0.1172563529768026,1.5625051635990137,0.11816903038989625,0.43309240694622075,TE
L1PA17,13159.522853835808,0.03948415443527792,0.09598363673323992,0.4113633925438067,0.6808060925678796,0.8631529709462661,TE
L1PA2,30767.682750413325,0.058803358187864474,0.14688843506355745,0.40032667079896883,0.6889159263008114,0.8674278003968097,TE
L1PA3,60214.543740885536,0.10191094181194943,0.14511568579192227,0.7022737842281017,0.4825084389989362,0.7478880804483511,TE
L1PA4,56369.12805169611,0.13559260793029834,0.14064041226094454,0.9641084361920066,0.3349915636053876,0.6385756813157171,TE
L1PA5,59531.931682077375,0.08679833232070798,0.13678369531237666,0.6345663649639254,0.5257112707475042,0.7741725684902767,TE
L1PA6,28644.86361001317,0.10730069979287567,0.12940561642294154,0.8291811650754053,0.4070019011913367,0.6959950788398376,TE
L1PA7,75909.76296347717,0.08617149552162576,0.13292303180767825,0.6482811469896678,0.5168031255558349,0.769409309898913,TE
L1PA8,23402.2249552683,0.0878702565819391,0.10792737951318883,0.8141609383854379,0.4155527595755327,0.7017036606762344,TE
L1PA8A,11218.469749768214,0.18200848810755252,0.14727238551367197,1.23586297236053,0.21650950262274835,0.5357530042726988,TE
L1PB,4051.5366484378815,0.24894369037797784,0.12153820796641661,2.048275143622044,0.040533047110941155,0.31097709340366725,TE
L1PB1,53190.85837018258,0.15557357605939737,0.14343493820029188,1.0846281806330558,0.2780863685052155,0.5926057234650968,TE
L1PB2,8231.127805624312,0.09806844870163013,0.11024455636067483,0.8895536608700253,0.3737055976148315,0.6694625716435458,TE
L1PB3,11248.50775160323,0.23208051582515238,0.1231393851660981,1.8846976985641732,0.05947066326885649,0.34941406368668887,TE
L1PB4,16466.9741926055,0.19333934890836055,0.12399049752265583,1.5593077918977876,0.11892354840214803,0.43408123939862436,TE
L1PBa,8439.399225456495,0.13441833197764555,0.17056795897725163,0.7880632023953145,0.43065973783685835,0.7131677527819573,TE
L1PBa1,1472.836523080207,0.2734718424307836,0.19750350218401,1.3846430033225205,0.16616165521908316,0.48756285860954457,TE
L1PBb,651.2111788902273,0.09803859954471156,0.08190616879190935,1.196962341063568,0.23132123344195193,0.5498664602748982,TE
L1PREC2,22946.60582229076,0.1481623932358634,0.12583738712963458,1.17741155164983,0.23903128141371438,0.5562369134375248,TE
L2,104975.0412011941,0.12543211214894118,0.09157448595142698,1.3697277232380316,0.1707719112452356,0.49292697367234856,TE
L2a,308657.4672548515,0.10913657222206542,0.08532828991902906,1.279019799009553,0.2008900838548281,0.520883333231498,TE
L2b,122627.06183176137,0.1189398201052803,0.09043947073793254,1.3151317575700276,0.1884656251306674,0.5089940142007053,TE
L2c,205655.59941558796,0.12795908396695194,0.08352894503493456,1.5319130860977022,0.12554388382403928,0.44245338331499784,TE
L3,65813.27167743986,0.11188765321448366,0.06743819229354868,1.6591140629549042,0.09709281000922058,0.40583259677614214,TE
L3b,12111.695743261473,0.09550588961347713,0.062458638013676425,1.5291061837205675,0.12623812263836562,0.4434012137247476,TE
L5,1176.9203029768287,0.18463488776783674,0.10282309008957939,1.7956558940893819,0.07254926055768196,0.36920227999198224,TE
LOR1-int,2178.5081913176064,0.1545303563285555,0.07752849085124289,1.9932073310321397,0.046238748687016,0.32249059233399585,TE
LOR1a,820.4785659569367,0.20526768015805472,0.118784478154135,1.7280682067879183,0.08397599670287918,0.38843161149952604,TE
LOR1b,1302.1382437505795,0.15076000215385796,0.08925417367564685,1.6891087099380437,0.09119859901092547,0.398896834843085,TE
LSAU,4.783275090781255,0.37224554677566785,0.41083267059596207,0.9060758148461782,0.36489572539969456,,TE
LTR06,54.62625225378564,-0.2150609966957599,0.18236102679460794,-1.1793144646963505,0.23827298057642576,0.5560025794916272,TE
LTR1,100.75018706219296,0.1358187277127206,0.22097635100227567,0.6146301497725515,0.5387989986865165,0.7817547335221916,TE
LTR109A2,12.354574378983566,1.1541433122036768,0.40316295164326027,2.8627216551011943,0.0042001936306362295,,TE
LTR10A,577.6222119702729,0.1665127571588117,0.13500051069052882,1.2334231648983953,0.2174179268046152,0.5367446618718337,TE
LTR10B,49.16720815250964,-0.011213720701523147,0.1448263980132108,-0.07742870675068679,0.9382825046418865,0.9779460468101316,TE
LTR10B1,187.02104802857372,0.10925653931357748,0.16085589585854151,0.6792199858789069,0.4969984857405321,0.7574118509129424,TE
LTR10B2,171.80631667344412,0.12910564727831855,0.1456745141021814,0.8862610462373615,0.37547687467233365,0.6707496183564107,TE
LTR10C,1186.5421155424121,0.0919181079505763,0.08258696920136252,1.1129856058340477,0.26571461157118526,0.5802338780317354,TE
LTR10D,788.6236990720049,0.05762955258593145,0.06980342291352007,0.8255978028087404,0.40903228194697133,0.6974484746414362,TE
LTR10E,434.6649749362633,0.05945372415974202,0.09618375704817009,0.6181264486265265,0.5364919890267206,0.7805715435794766,TE
LTR10F,907.42931234943,-0.12345776917221633,0.12218437871758334,-1.0104218760859465,0.31229321134492005,0.6205703857450543,TE
LTR10G,183.9242236396086,0.03433653810846155,0.11907948709226913,0.2883497313173324,0.7730790428136296,0.9064465027323262,TE
LTR12,697.142510019945,0.11980360008450328,0.11351581969394761,1.0553912257120486,0.29124643415023915,0.6021570985189383,TE
LTR12B,283.0732127584567,-0.10946330516730023,0.31360994151862953,-0.34904284168171923,0.7270571467133249,0.8850158100798013,TE
LTR12C,2978.341117558041,-0.014584197638349644,0.14365986038120385,-0.10151894620842754,0.9191385183559242,0.9705453404506835,TE
LTR12D,412.41202481120615,0.11109661466746816,0.15488252752813816,0.7172959819324021,0.4731914859824505,0.7415720526147188,TE
LTR12E,370.2192517202141,-0.18017903821221234,0.18742191151307133,-0.9613552479409333,0.3363735777062882,0.6398136946277736,TE
LTR12F,573.339689279954,0.054315865581710955,0.0904796164993605,0.6003105194648438,0.5482993093297268,0.7878566899725001,TE
LTR13,1059.9056721088587,-0.08201556913475849,0.10951069568743978,-0.7489274779957881,0.45390091754362155,0.7289121138073603,TE
LTR13A,330.7880053591419,-0.052678137486135646,0.09436699981203556,-0.5582262612042592,0.5766898904243627,0.8062741174028812,TE
LTR14,97.17969489051367,0.19809446504795167,0.1555904945459193,1.2731784523603284,0.20295472496007372,0.5232325389433293,TE
LTR14A,107.29633777645468,0.14300723908290836,0.1349373685207998,1.0598045645218332,0.2892335198101656,0.6013487628505956,TE
LTR14B,513.8853051528005,0.20371914676589709,0.16206729442591059,1.2570034409936284,0.20875238957787556,0.5294719699293389,TE
LTR14C,52.84179987854235,0.18222484156474772,0.1635037883075775,1.1144992018286013,0.2650650866850261,0.5799091902541715,TE
LTR15,334.7658802761124,0.12284547122448085,0.12534872229269878,0.9800297041530854,0.32707145633501694,0.6329315005318158,TE
LTR16,1499.0197632737313,0.13008020173874663,0.14568717639367862,0.8928733808886615,0.37192498364692766,0.6681891621388483,TE
LTR16A,2677.840577890016,0.008409057837134174,0.10684403872476139,0.07870404317826814,0.9372680294675763,0.9776249735906322,TE
LTR16A1,1293.9415565233967,0.113774200222303,0.13321570555734688,0.8540599604700914,0.3930717674431219,0.6841674775141575,TE
LTR16A2,1069.089042122243,0.26841168806131877,0.19614220362023613,1.368454535062777,0.17116984392887644,0.49292697367234856,TE
LTR16B,483.1626460509492,0.11042068741153405,0.12866270941384378,0.8582182663071842,0.39077195147733884,0.6826105688392584,TE
LTR16B1,954.8126500366964,-0.057966104995944255,0.1099470071019656,-0.5272185803310325,0.5980418072563072,0.8172980355238246,TE
LTR16B2,966.3464965663561,0.1141154975256334,0.10368882395587126,1.1005573520073832,0.27108935563501996,0.5852180723577894,TE
LTR16C,4078.542579281986,0.10377796534415423,0.11789735773195163,0.8802399590676249,0.3787293307463239,0.6735953388411529,TE
LTR16D,596.7848388011414,0.025132206946444052,0.0927078073179428,0.2710905119377139,0.7863214188204861,0.9127780792410244,TE
LTR16D1,128.00830885758586,0.23137477338824683,0.1958308403026926,1.1815032455082894,0.23740286490872692,0.5552160111077535,TE
LTR16D2,139.0364586698151,0.24126148274856654,0.11831432780893743,2.0391569408074828,0.041434366813618805,0.31304550360959965,TE
LTR16E1,1189.6181242972757,0.13811430492338164,0.11528258861382265,1.1980499968303229,0.23089755357345765,0.549492957728186,TE
LTR16E2,1308.2740255695996,0.18081829453721313,0.11509569340358959,1.571025719469481,0.11617667479388381,0.43018027268714587,TE
LTR17,701.3912526519581,-0.051781484556234034,0.144851739317125,-0.35747920460153015,0.7207330914451217,0.8820933085408529,TE
LTR18A,60.57938950705446,0.025314185737588195,0.18079768046925895,0.14001388553152577,0.8886490193920479,0.9571679089301587,TE
LTR18B,170.82207892467338,0.09879871012673912,0.16965229919517175,0.582359983303727,0.5603242299004592,0.7946200586121019,TE
LTR18C,52.662004729113015,0.3270245866035419,0.2104624019896983,1.5538385170551703,0.1202229404063129,0.43506817044840457,TE
LTR19-int,417.2100274681995,0.15761963843131682,0.13127522337582476,1.2006807863512161,0.22987505000207165,0.5487665177302464,TE
LTR19A,350.7175120109427,0.1958792574905787,0.12958212526123314,1.5116225104017456,0.13062992177595031,0.4480739262857724,TE
LTR19B,311.81617681665534,0.07172420588972143,0.10230382570583711,0.7010901634896445,0.4832467486096852,0.7481450603369484,TE
LTR19C,107.79904270400469,-0.13160268400323746,0.18004212906465716,-0.7309549419734755,0.46480667521438673,0.7362432180812649,TE
LTR1A1,329.82236317125313,-0.12017515730089402,0.1331192068581717,-0.9027634714570636,0.3666514418898802,0.6647054976150469,TE
LTR1A2,609.6867983776257,0.14039921090104562,0.19721216577978937,0.7119196239537164,0.4765145494587437,0.7435607438265773,TE
LTR1B,151.31462014525883,-0.19422838446212848,0.1327211169488486,-1.4634324132231729,0.14334909483326047,0.46318105469045134,TE
LTR1B0,50.247308214930854,-0.06919790173370674,0.1828278437693237,-0.3784866697931123,0.7050690945405562,0.8748797313688735,TE
LTR1B1,118.69233806785002,0.3022079964321829,0.20940358017332547,1.4431844774671103,0.14896851101320566,0.47105604662860534,TE
LTR1C,41.972749155628144,-0.1290726157043384,0.2006905773784115,-0.6431423806259021,0.5201317169457771,0.770977396274146,TE
LTR1C1,25.797013280952132,-0.4223928541368365,0.25837377192340455,-1.634813204886972,0.1020882117500286,0.41212781302945634,TE
LTR1C3,16.090504202909745,-0.2661046248082166,0.31528708255730215,-0.8440073809869872,0.39866528110377303,0.6886566486209126,TE
LTR1D,333.0572515629213,-0.03937563499223201,0.10622812914944493,-0.37067051173269916,0.7108829563651959,0.8776109487737713,TE
LTR1D1,288.64573390320066,-0.012976209389723173,0.14026071919660407,-0.09251492124130893,0.9262889366263353,0.9731035665525684,TE
LTR1E,213.92670736932868,0.07493484485208342,0.2305675206000396,0.3250017376995229,0.7451797565338805,0.8936826299231035,TE
LTR1F,117.08352760470456,-0.012423603128939075,0.14599989902877283,-0.08509323096511663,0.9321872716970924,0.9753009330130828,TE
LTR1F1,169.8258468795069,0.2915112730367869,0.2621142305205698,1.1121535540357095,0.266072133899003,0.5803949425304782,TE
LTR1F2,186.40479775700163,0.2882475025792295,0.2599273330384258,1.1089541804232532,0.26744994880856293,0.5814427867305044,TE
LTR2,1019.059631385507,-0.03111147800252817,0.07801092761175428,-0.39880923038582683,0.690033775263786,0.8678995109295796,TE
LTR21A,196.13085436909512,0.08536564428751162,0.10043286916384053,0.8499771538762962,0.39533778812290604,0.6863318198783974,TE
LTR21B,17.96848157926351,0.169034313621341,0.24535889770193106,0.688926773002904,0.4908693502623637,0.7535850388665036,TE
LTR21C,3.3267078406768515,0.06370647275332766,0.509409111703234,0.1250595470118742,0.9004764086123597,,TE
LTR22,8.484402227816458,0.3175980615443153,0.35476704145583404,0.8952298957676822,0.37066420662328686,,TE
LTR22A,88.07553960504829,0.205036603314774,0.1689044644475245,1.2139205673777504,0.22477805811958296,0.5441679633078351,TE
LTR22B,265.9923105159419,0.05682913053206092,0.11499118305474608,0.49420424264184826,0.6211619437659996,0.8318600750914267,TE
LTR22B1,147.63068881284764,-0.09792147945328167,0.12470100095891536,-0.7852501479562574,0.4323069183417587,0.7140779584391593,TE
LTR22B2,8.028501004356967,-0.009874182321367164,0.33401964648140325,-0.029561681252533497,0.9764166258781662,,TE
LTR22C,15.39935008555735,0.4101359895530889,0.27873569856968927,1.4714153646542947,0.14117882073640206,,TE
LTR22C0,101.36034059689638,-0.1468143467095859,0.17023306142757536,-0.8624314541394017,0.388450137914153,0.6810288429178112,TE
LTR22C2,77.33932075485319,0.03874916878642996,0.215479628944297,0.17982752697447282,0.8572879724843561,0.9445590605126012,TE
LTR22E,93.69906949827165,0.19110791582433873,0.1340534985664292,1.4256093117154762,0.15398114689270648,0.474986550541658,TE
LTR23,933.8851068954527,0.06328229907340335,0.0806963891648811,0.7842023630586891,0.4329213787975812,0.7145870712642408,TE
LTR23-int,191.03467814731283,0.2657658246903261,0.180482286856709,1.4725313454240891,0.1408774488996627,0.45996482215653717,TE
LTR24,274.7231947337789,0.1314325157782061,0.08760724399059387,1.5002471233122872,0.13355040076686683,0.45218230235095114,TE
LTR24B,669.3491582620223,-0.0857294517119216,0.09692327457575345,-0.8845084123206861,0.37642182332566404,0.6715418816133161,TE
LTR24C,748.5661826778796,0.31662213553083096,0.13198695106636357,2.3988896854783173,0.016444868101288476,0.2454268279485014,TE
LTR25,292.46120737974223,-0.007221069071304734,0.11454956557183452,-0.06303881673629196,0.9497355944874164,0.9816991509781265,TE
LTR25-int,1280.1809572916864,0.1682135456327532,0.10337242615382614,1.627257402108745,0.10368244095770224,0.4143467888405128,TE
LTR26,435.3126713518188,0.2884602769707086,0.16233942647110747,1.7768959965005642,0.07558535321938048,0.3732084454688365,TE
LTR26B,114.766171281001,0.10207481401425116,0.11849108547721579,0.8614556411830554,0.3889871422788691,0.6814469272177929,TE
LTR26C,254.0813755322599,0.15401011015078683,0.10759848682614133,1.4313408551891427,0.15233255025867543,0.4735404322467036,TE
LTR26D,126.02469961599652,0.1492224195925085,0.10415212700149769,1.4327352103943372,0.1519335230376458,0.47318459081864006,TE
LTR26E,157.1298492634015,0.10993865743398062,0.13447700119516992,0.8175275806040903,0.41362699429912925,0.7007032435048834,TE
LTR27,143.50398247417954,0.10005840919441704,0.16543378252736216,0.6048245265616636,0.5452955952567048,0.7857889467372084,TE
LTR2752,141.06541704260266,-0.06962597933639678,0.17646395093839753,-0.39456205625081336,0.693166120862925,0.8689666148211704,TE
LTR27B,83.07752179072564,-0.09206376892235792,0.17340655048627462,-0.5309128672716714,0.595479160729382,0.8160164663845982,TE
LTR27C,338.8875743154824,0.07680405582621384,0.14862652091534662,0.5167587544484017,0.6053245756140089,0.8216261582725976,TE
LTR27D,200.97304190397688,0.3577413336582373,0.19696760260136095,1.8162445444506083,0.06933286782685998,0.3644729323909448,TE
LTR27E,130.79360586570536,0.16156298170525002,0.16366636119900307,0.9871483701455577,0.32356990808132885,0.6300809855913447,TE
LTR28,106.04248140320382,0.3743392080225628,0.26400985765297175,1.4178986017810504,0.15622037068356284,0.47815562045383925,TE
LTR28B,260.91289595592997,0.22517399425974446,0.19792396661279968,1.1376792720623583,0.2552544317660992,0.5717564012047472,TE
LTR28C,570.7799365846503,0.09845182791674287,0.1433398348186358,0.6868420634174124,0.49218225970557106,0.7546271895787711,TE
LTR29,6353.27391383992,-0.019775004617772055,0.3795574882815261,-0.05210015670433698,0.9584488881053722,0.9848639336048343,TE
LTR2B,326.054382372881,0.004911195802413495,0.1048808718221523,0.046826420462460175,0.9626515716419933,0.9857646312455709,TE
LTR2C,306.08037545018516,0.12000739641698492,0.11944842191055002,1.004679630735126,0.3150511394679728,0.6230921817104104,TE
LTR3,53.227843551986254,0.1351710143475263,0.16191016346957482,0.8348519416628642,0.40380107636410834,0.6932367079986235,TE
LTR30,75.0525044714029,0.14303229932257241,0.15411379349447185,0.9280953773141861,0.3533580973078679,0.6529534963407644,TE
LTR31,817.2449834071639,0.17518621081980526,0.14872576859381112,1.1779143081671406,0.23883077030403543,0.5562369134375248,TE
LTR32,923.444024390042,0.1708229928782682,0.14390805394645115,1.187028718641642,0.23521629277910933,0.5535408726976041,TE
LTR33,6090.745028736642,0.1344290020050151,0.1157788421152777,1.1610843531425885,0.24560759718532235,0.5621243491237046,TE
LTR33A,1329.8004253014349,0.1589154046250379,0.12155827520762362,1.3073186860673012,0.1911045005542421,0.5120222792531682,TE
LTR33B,1047.5049531255784,0.05908339907793017,0.10182870528546248,0.5802234145302954,0.5617639657618222,0.7958675848895063,TE
LTR33C,497.5077757072355,0.3025982713859258,0.1115519973323623,2.712620828153824,0.006675344016596551,0.18846339514570892,TE
LTR34,340.29138210141866,-0.05798667072410508,0.10715802509685554,-0.5411323199703747,0.588416382669448,0.8129364983725157,TE
LTR35,272.5859634924996,-0.16331385324239991,0.13266040753374053,-1.231067025034301,0.2182977972612904,0.5372324825278372,TE
LTR35A,71.95717634707086,-0.05539666026695231,0.15621465775821575,-0.35461883706645225,0.7228751622401788,0.8830110221392954,TE
LTR35B,75.65162629287101,0.08342725651528583,0.1563089208119537,0.5337331745489586,0.5935261535008307,0.8155098065338363,TE
LTR36,1249.5123706889426,-0.06089505274778551,0.1144853505549705,-0.5319025748936024,0.5947934738337444,0.8159117251005366,TE
LTR37-int,5858.520069587974,0.19372286547654113,0.38706874888738607,0.5004869704242203,0.6167322284035003,0.8287429799093278,TE
LTR37A,2377.775357157346,0.10189570124131374,0.07631436149454918,1.3352100344650297,0.18180761357776895,0.5022901033627043,TE
LTR37B,1894.6110695935567,0.17118373663513614,0.08083943927042568,2.117576991875079,0.03421090845232674,0.29541357622364056,TE
LTR38,433.58833885334826,-0.10778153749582498,0.12710543663986013,-0.8479695310060782,0.3964549395792034,0.6871882780408947,TE
LTR38-int,139.09993694486243,0.3306737555665527,0.17372475330497952,1.9034348834909212,0.05698382287175488,0.3464241456277874,TE
LTR38A1,112.77526130857925,0.408452470438914,0.18848604260406002,2.16701706288631,0.030233553097640583,0.2846184092529616,TE
LTR38B,331.1969912567848,0.21006470089524948,0.12353263195393839,1.7004794407163306,0.08904078034784983,0.39528203218289665,TE
LTR38C,181.12332010680103,0.06905578979145474,0.1662246547253339,0.41543650612817373,0.6778223869301441,0.8613335350427523,TE
LTR39,1282.1677517804096,-0.010051307195956649,0.10355022716288508,-0.09706697388645887,0.9226732079992411,0.971948873041111,TE
LTR39-int,156.5863770984601,0.05428650003520181,0.13376926198088376,0.405821929726723,0.6848734443195796,0.8649945142717206,TE
LTR3A,290.2547805586477,-0.1406887740892815,0.10974789131102156,-1.2819268999945939,0.19986829054266378,0.5203031247682979,TE
LTR3B,84.51708588366115,-0.18791065101290144,0.21049166959630153,-0.8927225071343305,0.37200579423406194,0.6681891621388483,TE
LTR4,82.75790247626473,-0.024405865155887198,0.1603487037564512,-0.1522049420053718,0.879025296223229,0.9542210294802607,TE
LTR40A1,394.43966571589186,0.1675728481857512,0.10935949864434681,1.532311781445915,0.1254455151905044,0.4423292099608307,TE
LTR40a,2052.8859623473763,0.18305014212689202,0.09977887183882732,1.8345581459627314,0.06657118493722833,0.3624883136513758,TE
LTR40b,1059.4213644340005,0.1017750590423378,0.08117938026154586,1.2537057897514892,0.2099489627401351,0.5304307336842956,TE
LTR40c,598.6811644416301,-0.14732494745648825,0.1363008609363675,-1.08088053475515,0.2797502583241579,0.5934758886065777,TE
LTR41,1668.5935576011302,0.10268550432648767,0.09689113323444407,1.059802903512576,0.2892342756257065,0.6013487628505956,TE
LTR41B,809.375708195163,0.15534847664905702,0.10339777983517733,1.5024353220803428,0.13298471985000465,0.45173809858076597,TE
LTR41C,924.8757431897969,0.15147246020602928,0.1039595791952816,1.4570322559838154,0.14510747654318412,0.46633164371945673,TE
LTR42,508.08401483707473,-0.012166627969363516,0.11913156919232201,-0.1021276564377501,0.9186553491185184,0.9703411848297823,TE
LTR43,429.679842003813,0.017800071169256606,0.1256768042977304,0.14163370296310165,0.8873693441660848,0.9569593865312747,TE
LTR43-int,144.6635839197767,0.13270355360471994,0.15753528334788844,0.842373535531516,0.39957890156161474,0.6892864726981295,TE
LTR43B,110.84427068771167,0.16857515509267887,0.14260903863800875,1.1820790372241492,0.2371743413074602,0.5549630947215213,TE
LTR44,245.68881967375765,0.04700889782449612,0.0952459856234699,0.49355253680017025,0.6216222279081491,0.8321333487484293,TE
LTR45,86.01579546765986,0.1436373554377822,0.13285143735203733,1.0811878162609843,0.27961357653896646,0.5934451778402878,TE
LTR45B,378.15836497976755,0.19715672382019417,0.12399337652618615,1.590058512347687,0.11182161647701057,0.4243541737733078,TE
LTR45C,452.24212698318473,0.12879604697477362,0.09561244501854928,1.3470636270182879,0.1779597414005593,0.49887311192169786,TE
LTR46,335.41071440573603,0.12613946703953463,0.144444728132588,0.8732715182498687,0.38251510099860153,0.6761671373512766,TE
LTR46-int,198.02443844628894,0.02160923919214663,0.18437274164521983,0.11720408884372029,0.9066983268247109,0.9647627516952588,TE
LTR47A,742.1131332669429,-0.1170154883058891,0.1036476648504553,-1.128973706013745,0.25890892588963005,0.5755196821242904,TE
LTR47A2,293.9625684078027,0.03004095160105688,0.09258818803517753,0.3244577114916998,0.7455915332952429,0.8936826299231035,TE
LTR47B,41.96308556996937,0.23102967214254927,0.16626086310294855,1.3895613665826811,0.16466211408988285,0.48629755520864426,TE
LTR47B2,209.91180824281636,0.08218660298227189,0.10004064564706855,0.8215321127796037,0.4113432402385862,0.6990716219178074,TE
LTR47B3,111.68444597475032,0.27969442682087425,0.15741622739727384,1.7767826827345123,0.07560400217770573,0.3732084454688365,TE
LTR47B4,98.68901303363016,0.16197303631455717,0.1595613756371019,1.0151143136478105,0.3100513393084853,0.6183518297702288,TE
LTR48,1125.1580105927812,0.10392431808549195,0.1004965597011979,1.0341082161865605,0.3010855756756525,0.6107449302405844,TE
LTR48B,1116.799337746898,0.08085851882819767,0.09537234012517992,0.8478193858100546,0.3965385651162236,0.6871882780408947,TE
LTR49,1263.1392095791246,0.17462186575213934,0.0971381429449104,1.7976652678152598,0.07223006856683199,0.36888686432438916,TE
LTR49-int,4242.038893723295,0.16798548143788353,0.09412248488797177,1.7847540004689246,0.07430122761607921,0.3712096207563747,TE
LTR5,14.180836279733828,0.15674155344665763,0.2978895883521055,0.5261733191607527,0.598767790082822,,TE
LTR50,1893.6280748786166,0.10898338049807005,0.11130491501301919,0.9791425696279666,0.3275095403820137,0.6333280368881297,TE
LTR51,358.87695427115113,0.013012032983098889,0.09723396566687319,0.13382188923239588,0.8935434177769684,0.959502414753373,TE
LTR52,576.7490153895279,0.20759422155366125,0.11015643810564035,1.8845400697740224,0.059491960079364095,0.34943698657142275,TE
LTR52-int,127.08386779515581,0.146505134771467,0.14171637927458425,1.0337911222499148,0.3012338228160296,0.610836456031954,TE
LTR53,424.52301389410206,0.107810552431796,0.11879703755122589,0.9075188628782729,0.3641324791106594,0.6627199723378554,TE
LTR53-int,408.7101270903084,-0.04891073863833881,0.10327484855231232,-0.47359777645729306,0.6357867613926266,0.838367104034074,TE
LTR53B,68.81953955277793,0.09243492011817558,0.1626302731616697,0.568374622517461,0.569780618481833,0.8018676363284516,TE
LTR54,1299.3217491231485,0.13117270479956933,0.06630009959509837,1.9784691968889145,0.04787580021739572,0.32677230304562793,TE
LTR54B,1061.3871832934342,0.0553383423545371,0.0741546830621635,0.7462555305933578,0.45551306894037114,0.7304672768668289,TE
LTR55,346.40525645777507,0.14823142394743843,0.13703371186428767,1.081715016916717,0.2793791783589852,0.5934228657941456,TE
LTR56,908.9504827146835,0.0667768594776791,0.06771515913896488,0.9861434326786385,0.3240627330980782,0.6307746430843161,TE
LTR57,89.29275643939368,0.1216048877883533,0.12463774039030007,0.9756666592923663,0.3292296794593399,0.6339923103884257,TE
