names,scores,logfoldchanges,pvals,pvals_adj,TE_subfamily,TE_family,TE_class
LTR78,-1.189314,-0.17439924,0.23431611616709846,1.0,LTR78,LTR,LTR
L1MD,-1.1914177,-0.15442711,0.2334896330704047,1.0,L1MD,LINE-1,LINE
L1PA15-16,-1.1929125,-0.18715566,0.23290365241264177,1.0,L1PA15-16,LINE-1,LINE
MER65D,-1.2054517,-0.5740891,0.22802898242555325,1.0,MER65D,LTR,LTR
MER4CL34,-1.2073063,-0.2966573,0.22731422080123642,1.0,MER4CL34,LTR,LTR
AmnSINE1,-1.2103649,-0.17513777,0.2261388893595635,1.0,AmnSINE1,Unknown,Unknown
HERVS71-int,-1.2104064,-0.3201373,0.22612296452432945,1.0,HERVS71-int,Unknown,Unknown
LTR16C,-1.2231948,-0.14211002,0.22125613584994896,1.0,LTR16C,LTR,LTR
LTR36,-1.2244265,-0.37345693,0.22079135571780473,1.0,LTR36,LTR,LTR
LTR8,-1.2390971,-0.1724361,0.21530952425424166,1.0,LTR8,LTR,LTR
L1MA1,-1.2589439,-0.08582504,0.20805057489898582,1.0,L1MA1,LINE-1,LINE
MER74A,-1.2748601,-0.1731702,0.20235874240451324,1.0,MER74A,LTR,LTR
MER4D,-1.2762303,-0.2201615,0.20187410722802035,1.0,MER4D,LTR,LTR
THE1B,-1.2899598,-0.08980224,0.19706461858218827,1.0,THE1B,Unknown,Unknown
LTR13,-1.300672,-0.25382996,0.19337071980781573,1.0,LTR13,LTR,LTR
LTR37B,-1.309253,-0.19270083,0.1904486649952407,1.0,LTR37B,LTR,LTR
FLAM_A,-1.3188858,-0.11343252,0.1872073070521738,1.0,FLAM_A,Unknown,Unknown
MLT1A1,-1.3193148,-0.11702553,0.18706388972281807,1.0,MLT1A1,LTR,LTR
AluYh9,-1.3265809,-0.43845174,0.18464735771050578,1.0,AluYh9,Alu,SINE
LTR5B,-1.3280064,-0.2601936,0.18417598026279358,1.0,LTR5B,LTR,LTR
LTR103_Mam,-1.3286846,-0.43693525,0.1839520457318078,1.0,LTR103_Mam,LTR,LTR
AluYk2,-1.3359922,-0.12372313,0.18155181650704477,1.0,AluYk2,Alu,SINE
Tigger3,-1.3448085,-0.15361248,0.178687113189967,1.0,Tigger3,Unknown,Unknown
MER39,-1.3481992,-0.16866803,0.1775943042709529,1.0,MER39,LTR,LTR
MER50-int,-1.3601156,-0.29373744,0.17379333048077883,1.0,MER50-int,LTR,LTR
Charlie1b,-1.3786753,-0.12595445,0.1679948812618639,0.9897089743905461,Charlie1b,Unknown,Unknown
MLT1F1,-1.40529,-0.15188003,0.15993506611083508,0.9578431583654433,MLT1F1,LTR,LTR
L1PBa1,-1.4156978,-0.21444914,0.15686400437798406,0.9446698930318596,L1PBa1,LINE-1,LINE
LTR5_Hs,-1.430313,-0.235033,0.15262719937213884,0.9294824950528006,LTR5_Hs,LTR,LTR
MER63B,-1.4324859,-0.23920909,0.15200480239231495,0.9294824950528006,MER63B,LTR,LTR
MSTA,-1.4414405,-0.11470378,0.14946026909189053,0.920539384634144,MSTA,Unknown,Unknown
AluYh7,-1.450921,-0.4923023,0.14680184751395087,0.9093325868864156,AluYh7,Alu,SINE
MLT1A0-int,-1.4639723,-0.3982287,0.1432015089133095,0.8972857552718352,MLT1A0-int,LTR,LTR
MER4C,-1.4880819,-0.29679427,0.1367292917964426,0.886387663651902,MER4C,LTR,LTR
MamTip2,-1.5016176,-0.13788074,0.13319589297931084,0.8756442036439848,MamTip2,Unknown,Unknown
MamRep434,-1.5116103,-0.15755391,0.13063305113350415,0.8741125149920895,MamRep434,Unknown,Unknown
MER94,-1.5196652,-0.16636753,0.12859514233840702,0.8675325583858093,MER94,LTR,LTR
AluYb8,-1.5240387,-0.15423574,0.12749904538475196,0.8675325583858093,AluYb8,Alu,SINE
MER41A,-1.5251044,-0.15001367,0.12723306285512143,0.8675325583858093,MER41A,LTR,LTR
MER105,-1.5535045,-0.28101748,0.12030267172361508,0.8468058191454465,MER105,LTR,LTR
AluYh3,-1.5619608,-0.14038722,0.11829722902333135,0.8381320017077856,AluYh3,Alu,SINE
FLAM_C,-1.5758009,-0.030675886,0.11507168245524692,0.8260775084866733,FLAM_C,Unknown,Unknown
LTR12C,-1.578486,-0.19652784,0.11445401376758743,0.8260775084866733,LTR12C,LTR,LTR
LTR84a,-1.5868869,-0.37863395,0.1125382543868129,0.8187346829215113,LTR84a,LTR,LTR
MLT1H,-1.5916618,-0.13910124,0.11146071680695248,0.8187346829215113,MLT1H,LTR,LTR
AluYk3,-1.5920355,-0.16516875,0.11137673248252156,0.8187346829215113,AluYk3,Alu,SINE
L1M3f,-1.606969,-0.2237788,0.10806116176825176,0.8118530622402991,L1M3f,LINE-1,LINE
MER21C,-1.6213905,-0.16924593,0.10493391797433507,0.7954431264627918,MER21C,LTR,LTR
MamRep137,-1.6290857,-0.19925827,0.10329489220947229,0.7905027414724297,MamRep137,Unknown,Unknown
MER58C,-1.6320612,-0.17342314,0.10266657943830394,0.7905027414724297,MER58C,LTR,LTR
LTR78B,-1.6400194,-0.38441306,0.10100113910002965,0.7905027414724297,LTR78B,LTR,LTR
L1MCc,-1.661873,-0.15473512,0.09653823924828496,0.769466554008389,L1MCc,LINE-1,LINE
MER4E1,-1.7182579,-0.31921485,0.08574958676876515,0.7150196312103186,MER4E1,LTR,LTR
LTR29,-1.7193651,-0.3888344,0.0855479123534174,0.7150196312103186,LTR29,LTR,LTR
MLT1H2,-1.734617,-0.19884114,0.08280867036387154,0.7012859271440371,MLT1H2,LTR,LTR
MER63A,-1.8187653,-0.24909928,0.06894725221193522,0.6027324306269175,MER63A,LTR,LTR
MLT1B,-1.8410618,-0.14719342,0.06561250673406725,0.5828518306350602,MLT1B,LTR,LTR
